"GEOID","JanTemp","JulyTemp","Precipitation"
"4749420",45.6,90.8,48.48
"4726180",45.6,90.8,48.48
"4746540",46.8,90.7,50.14
"4781700",44.8,90.6,49.6
"4746380",47.2,86.6,53.8
"4735280",47.5,90.5,50.94
"4730980",46.4,86.4,44.15
"4728680",47.5,91,50.12
"4747020",47.9,90.6,51.24
"4715160",46,89.5,48.88
"4756020",45.4,89.3,48.94
"4767120",45.9,84.8,54.48
"4749460",45.8,89.3,50.11
"4727740",47.5,89.4,50.03
"4777900",45.6,85.5,43.9
"4715400",49.2,89.3,52.4
"4707120",45.6,90.8,48.48
"4727700",49,89.6,54.01
"4750200",49.8,91.2,52.22
"4768040",49.8,91.2,52.22
"4782200",44.7,91,48.28
"4718540",44.5,84.3,55.01
"4718880",45.3,85.9,50.28
"4777400",47.7,88.2,53.75
"4762000",46.1,89.3,52.69
"4748920",48.6,90.7,51.63
"4752006",47.1,89.7,48.4
"4770580",48.5,89.7,51.53
"4770840",49.1,90.8,52.15
"4719500",48.6,90.7,51.55
"4756800",49.4,90,54.36
"4770900",47.3,89.6,51.52
"4706020",43.8,81.7,47.57
"4705840",46.3,89.7,49.79
"4779500",48.9,89.4,54.39
"4733680",47.5,90,52.8
"4737360",48.9,89.4,54.39
"4738765",47.6,86.9,55.67
"4736080",48.4,90.6,52.5
"4744382",48.7,89,54.49
"4741520",47.3,89.6,51.52
"4705140",47.1,89.7,48.4
"4748000",48.7,91.5,50.7
"4744300",45.9,86.9,49.4
"4760280",45.8,89.3,50.11
"4775100",47.5,90.5,50.94
"4763920",44.3,84.8,52.59
"4754640",45.8,89.3,50.11
"4746420",47.5,91,50.12
"4766680",48.4,90.6,52.5
"4740732",48,88.2,54.35
"4739560",45.6,85.5,43.9
"4761160",46.4,90.3,50.18
"4770500",45.4,89.3,48.94
"4728380",46.8,90.7,50.14
"4755280",48.5,87.9,54.61
"4750280",46.4,87.3,45.31
"4769420",48.3,89.6,51.04
"4748120",47.9,90.6,51.24
"4706440",49.4,90,54.36
"4782360",46.5,90.6,50.34
"4751560",48.3,89.6,51.04
"4778240",43.8,81.7,47.57
"4725760",46.9,87.8,49.26
"4775560",46.4,86.4,44.15
"4740540",48.7,88.7,54.58
"4700440",46.8,90.7,50.14
"4752940",47,87.8,45.84
"4777760",49.8,91.2,52.22
"4765240",48.5,90.9,52.09
"4737640",47.9,90.6,51.24
"4761960",48.7,88.7,54.58
"4745500",48,88.2,54.35
"4778100",45.1,85.4,53.01
"4715140",47.5,90.5,50.94
"4763140",45.4,89.3,48.94
"4766940",49.1,90.8,52.15
"4757740",49.4,90,54.36
"4768560",48.4,90.6,52.5
"4758080",45.9,84.8,54.48
"4710180",45.4,87,52.37
"4717840",44.5,84.3,55.01
"4717180",48.8,89.8,52.75
"4737600",44.6,85.1,51.6
"4751540",47.5,91,50.12
"4780540",48.4,90.6,52.5
"4774860",47.2,86.6,53.8
"4733360",46.6,90.9,49.31
"4740350",48.7,91.5,50.7
"4769320",47.7,89.1,53.22
"4735160",48.5,89.3,53.19
"4711360",44.6,85.1,51.6
"4743780",47.7,88.3,51.66
"4702380",47.5,90.5,50.94
"4744420",49,89.6,54.01
"4700620",47.7,89.1,53.22
"4728740",46.6,90.9,49.31
"4728060",47.2,86.6,53.8
"4775940",44.8,90.6,49.6
"4712880",48.8,89.8,52.75
"4729920",45.8,89.3,50.11
"4707180",48.4,90.6,52.5
"4767760",48.9,89.5,53.1
"4700640",46.2,87.5,54.52
"4781560",47.8,88.6,54.08
"4739140",46.5,90.6,50.34
"4722200",45.6,90.8,48.48
"4770400",47.2,87.2,55.32
"4739400",47.7,87.2,56.72
"4754280",45.1,85.4,53.01
"4721500",46.6,87.4,54.27
"4749060",48.7,91.5,50.7
"4724040",48.6,88.9,52.7
"4740180",44.6,85.1,51.6
"4770240",45.9,85.8,54.62
"4774540",44.7,91,48.28
"4755860",44.3,84.8,52.59
"4706340",46.1,86.9,47.63
"4731680",49.1,90.8,52.15
"4722720",48.7,88.7,54.58
"4770060",47.7,87.2,56.72
"4711280",47.5,90,52.8
"4737780",44.1,84.8,53.04
"4753000",46.6,86.1,47.87
"4758120",46,85.6,56.01
"4728420",47.3,89.6,53.27
"4750300",48.5,90.9,52.09
"4766360",44.8,90.6,49.6
"4730880",47.7,88.3,51.66
"4753400",49.8,91.2,52.22
"4712100",46.7,89.2,52.47
"4723440",44.3,84.8,52.59
"4776660",43.8,81.7,47.57
"4772780",49.4,90,54.36
"4763340",46.6,90.9,49.31
"4710560",48,90.5,50.88
"4700200",45.4,89.3,48.94
"4739620",47.5,88.3,52.35
"4770180",46.6,87.4,54.27
"4753380",48.6,88.9,52.7
"4746240",45.7,90.4,50.49
"4773260",47.6,86.9,55.67
"4775160",45.6,90.8,48.48
"4779420",45.8,89.3,50.11
"4752780",47.7,87.2,56.72
"4764400",48.3,89.6,51.04
"4755900",48.7,88.7,54.58
"4760480",46.9,87.8,49.26
"4724640",48,90.5,50.88
"4721860",45.7,90.4,50.49
"4757500",45.9,85.2,56.85
"4708400",45.8,86.6,52.09
"4751402",48.7,88.7,54.58
"4777820",45.8,89.3,50.11
"4714620",49.8,91.2,52.22
"4712460",43.8,81.7,47.57
"4722340",47.2,86.6,53.8
"4780760",49.2,89.3,52.4
"4731810",46.9,87.8,49.26
"4761560",47.5,91,50.12
"4700660",44.1,84.8,53.04
"4746680",44.5,84.3,55.01
"4743420",46.2,85.6,57.25
"4767200",45.9,84.8,54.48
"4757780",45.1,85.4,53.01
"4769740",49.2,89.3,52.4
"4734580",45.7,87.1,53.56
"4707240",46.6,87.4,54.27
"4714860",48.3,89.6,51.04
"4731100",47.3,89.6,51.52
"4714220",48.6,90.7,51.55
"4771800",45.6,85.5,43.9
"4726490",48.7,88.7,54.58
"4705860",48,90.5,50.88
"4700540",47.2,86.6,53.8
"4745000",47.5,90.5,50.94
"4744940",47.5,90.5,50.94
"4738320",46.5,86.1,44.14
"4757480",46.7,89.7,48.99
"4700240",49.1,90.8,52.15
"4751080",48.5,89.7,51.53
"4722180",46.5,90.6,50.34
"4748660",46.5,90.6,50.34
"4775000",46.5,90.6,50.34
"4736000",44.8,90.6,49.6
"4775240",44.8,90.6,49.6
"4705040",48.5,87.9,54.61
"4715580",45.8,86.6,52.09
"4753600",45.8,86.6,52.09
"4764668",45.8,86.6,52.09
"4716980",45.4,89.3,48.94
"4718420",45.4,89.3,48.94
"4718820",46.3,89.7,49.79
"4729160",47.5,91,50.12
"4743160",49.1,90.6,52.81
"4728800",45.9,84.8,54.48
"4724320",46.8,89.7,50.34
"4752820",47.7,90.1,51.41
"4703440",48.7,91.5,50.7
"4716420",48.7,91.5,50.7
"4741200",48.3,89.6,51.04
"4730120",47.5,90,52.8
"4702340",47.5,91,50.12
"4708500",47.5,91,50.12
"4757040",46.6,86.1,47.87
"4764440",47.5,88.3,52.35
"4717680",47.5,91,50.12
"4736640",44.3,84.8,52.59
"4722000",46.2,85.6,57.25
"4740000",46.9,87.8,49.26
"4719900",49.4,91.2,52.23
"4766880",48.6,90.7,51.55
"4703760",46.1,86.9,47.63
"4765820",46.1,86.9,47.63
"4741980",48.6,90.7,51.55
"4702320",48.6,88.9,52.7
"4710440",48.6,88.9,52.7
"4724480",48.6,88.9,52.7
"4733400",46.4,90.3,50.18
"4778560",47.7,90.1,51.41
"4703078",47,87.8,45.84
"4718620",49.8,91.2,52.22
"4709560",45.8,86.5,45.88
"4756720",46.4,90.3,50.18
"4761635",47.7,88.3,51.66
"4724460",48.9,89.4,54.39
"4766160",48.9,89.4,54.39
"4701640",49,89.6,54.01
"4749360",49,89.6,54.01
"4761040",49,89.6,54.01
"4772540",47.6,86.9,55.67
"4777480",47.6,86.9,55.67
"4716480",49.3,90.3,54.01
"4767540",45.7,90.4,50.49
"4725440",47.5,89.4,50.03
"4706640",45.6,85.5,43.9
"4706740",45.6,85.5,43.9
"4730700",46.5,86.1,44.14
"4736500",43.8,81.7,47.57
"4763840",43.8,81.7,47.57
"4746400",46.9,87.8,49.26
"4725540",46.5,86.1,44.14
"4729260",47.3,89.6,51.52
"4748460",47.5,88.3,52.35
"4777980",48.3,89.6,51.04
"4733120",44.3,84.8,52.59
"4744700",49.2,89.3,52.4
"4741780",45.6,90.8,48.48
"4735220",48,90.5,50.88
"4704920",48.4,88,54.51
"4767920",48.4,88,54.51
"4760800",49,89.6,54.01
"4724400",48.4,90.6,52.5
"4704000",47.9,90.6,51.24
"4731400",47.7,87.2,56.72
"4766960",47.7,87.2,56.72
"4716060",47.6,86.9,55.67
"4709200",46.4,90.3,50.18
"4725740",48.5,87.9,54.61
"4720080",48.5,87.9,54.61
"4707840",48.5,90.9,52.09
"4728560",48.5,90.9,52.09
"4754920",48.5,90.9,52.09
"4769620",48.5,90.9,52.09
"4759020",45.9,86.9,49.4
"4709880",46.8,89.4,50.2
"4713080",46.8,89.4,50.2
"4776860",46.8,89.4,50.2
"4779980",46.8,89.4,50.2
"4759240",44.5,84.3,55.01
"4746700",45.9,86.9,49.4
"4733260",48.6,90.7,51.63
"4704240",45.9,85.2,56.85
"4715920",45.9,85.2,56.85
"4756560",45.9,85.2,56.85
"4750400",42.4,80.3,48.96
"4732640",45.3,85.9,50.28
"4753140",45.3,85.9,50.28
"4717700",48.4,88,54.51
"4719920",48.4,88,54.51
"4749740",45.9,85.2,56.85
"4775320",48,88.2,54.35
"4781080",48.4,88,54.51
"4714000",48.7,88.7,54.58
"4756870",48.6,90.7,51.55
"4767140",48.4,88,54.51
"4765760",46.5,90.6,50.34
"4728540",45.8,89.3,50.11
"4716300",48.7,88.7,54.58
"4774880",45.9,85.2,56.85
"4732520",47.5,88.3,52.35
"4727960",46.8,90.7,50.14
"4780620",47.7,87.2,56.72
"4741860",48.8,89.8,52.75
"4735880",49.2,89.3,52.4
"4716920",46.2,87.5,54.52
"4730760",47.2,87.2,55.32
"4740160",46.1,89.3,52.69
"4774100",47.9,90.6,51.24
"4733920",48.4,90.6,52.5
"4747000",46.5,90.6,50.34
"4769680",47.5,90,52.8
"4736460",46.5,90.6,50.34
"4730280",48.4,90.6,52.5
"4766720",49.8,91.2,52.22
"4704460",48.9,89.5,53.1
"4731820",46.6,90.9,49.31
"4740560",44.5,84.3,55.01
"4777700",47.2,86.6,53.8
"4726580",49.4,90,54.36
"4773220",46.5,86.1,44.14
"4731420",44.1,84.8,53.04
"4715120",44.1,84.8,53.04
"4755820",49.8,91.2,52.22
"4720930",47.3,89.6,53.27
"4715880",45.1,85.4,53.01
"4756580",45.7,90.4,50.49
"4708080",45.8,89.3,50.11
"4701480",48.7,88.7,54.58
"4717420",45.8,89.3,50.11
"4725560",48.7,88.7,54.58
"4766220",48.7,88.7,54.58
"4773270",47.7,88.3,51.66
"4730220",45.8,89.3,50.11
"4752520",45.8,89.3,50.11
"4782120",48.2,89.8,51.9
"4711440",45.8,89.3,50.11
"4716500",45.6,85.5,43.9
"4736700",48.6,90.7,51.55
"4722500",49.2,89.3,52.4
"4765642",47.3,89.6,51.52
"4765740",46.4,87.3,45.31
"4727640",45.6,90.8,48.48
"4780740",47.2,86.6,53.8
"4738800",46.9,87.8,49.26
"4758240",43.8,81.7,47.57
"4753520",47.3,89.6,51.52
"4748360",48.7,88.7,54.58
"4731220",47.3,89.6,51.52
"4725080",48.7,88.7,54.58
"4770680",46.5,86.1,44.14
"4754700",46.5,86.1,44.14
"4707620",44.5,84.3,55.01
"4749940",45.8,86.5,45.88
"4762580",48.6,88.9,52.7
"4724960",45.8,89.3,50.11
"4772040",48.9,89.4,54.39
"4767230",45.8,89.3,50.11
"4724980",44.5,84.3,55.01
"4759640",48.4,90.6,52.5
"4724990",45.9,84.8,54.48
"4725920",49.4,90,54.36
"4704720",46.8,90.7,50.14
"4760500",47.7,87.2,56.72
"4769900",44.8,90.6,49.6
"4759560",46.7,89.7,48.99
"4775820",43.8,81.3,48.75
"4738020",44.6,85.1,51.6
"4745320",47.6,86.9,55.67
"4742720",49.1,90.6,52.81
"4778320",47.3,89.6,51.52
"4780360",47,87.8,45.84
"4766340",49.8,91.2,52.22
"4764820",45.8,86.5,45.88
"4712420",48.2,89.8,51.9
"4717000",48.5,87.9,54.61
"4704620",47.1,89.7,48.4
"4757080",49.4,91.2,52.23
"4755120",45.8,86.6,52.09
"4748180",49.1,90.8,52.15
"4729020",46.5,90.6,50.34
"4729300",45.7,90.4,50.49
"4743820",47.2,86.6,53.8
"4736580",47.5,90.5,50.94
"4780200",45.4,89.3,48.94
"4763080",48.7,88.7,54.58
"4754780",47.1,89.7,48.4
"4755800",45.8,86.6,52.09
"4768540",48.7,88.7,54.58
"4711980",45.4,89.3,48.94
"4730960",45.4,89.3,48.94
"4750780",47.3,89.6,51.52
"4708280",47.5,89.4,50.03
"4737820",47.7,87.2,56.72
"4753460",47.5,89.4,50.03
"4702400",47.8,88.6,54.08
"4708920",47.3,90.7,50.67
"4734700",48,88.2,54.35
"4723500",43.8,81.7,47.57
"4780720",48.6,90.7,51.55
"4701740",48.7,91.5,50.7
"4709860",47.5,91,50.12
"4758840",48.5,90.9,52.09
"4773120",45.3,85.9,50.28
"4728960",48.7,91.5,50.7
"4703680",46.2,87.5,54.52
"4772140",45.1,85.4,53.01
"4769080",46.8,89.4,50.2
"4773460",46.8,89.7,50.34
"4744840",47.7,90.1,51.41
"4722360",48.3,89.6,51.04
"4714980",45.8,86.5,45.88
"4763060",44.7,91,48.28
"4769460",45.1,85.8,48.43
"4737960",47,87.8,45.84
"4706960",45.6,85.5,43.9
"4777540",48.7,88.7,54.58
"4772380",45.8,86.5,45.88
"4702180",46.7,89.7,48.99
"4719880",48.5,88.9,53.64
"4727020",47.1,89.7,48.4
"4764160",47.2,86.6,53.8
"4702780",46.4,86.4,44.15
"4700940",45.9,85.2,56.85
"4749760",46.2,87.5,54.52
"4736600",48.4,88,54.51
"4721400",46.3,89.7,49.79
"4766660",48.6,90.7,51.55
"4743700",48.9,89.4,54.39
"4719700",47.2,87.2,55.32
"4750580",45.8,86.5,45.88
"4724360",43.8,81.3,48.75
"4743140",45.7,87.1,53.56
"4733280",45.8,89.3,50.11
"4717300",46.6,86.1,47.87
"4717520",49.8,91.2,52.22
"4741800",48.9,89.4,54.39
"4705380",49.1,90.8,52.15
"4739660",46.7,89.7,48.99
"4721540",45.7,90.4,50.49
"4703120",43.8,81.3,48.75
"4750220",47.7,88.2,53.75
"4726120",44.6,85.1,51.6
"4741240",47.5,90.5,50.94
"4758780",47.9,90.6,51.24
"4701220",45.8,86.6,52.09
"4713020",49.2,89.3,52.4
"4744200",48.6,90.7,51.55
"4724440",48.4,88,54.51
"4756040",47.7,87.2,56.72
"4732600",48.7,88.7,54.58
"4741340",48.9,89.4,54.39
"4780580",46.4,90.3,50.18
"4778600",49.3,90.3,54.01
"4748980",45.8,89.3,50.11
"4752400",45.6,90.8,48.48
"4731000",45.7,90.4,50.49
"4758940",45.9,84.8,54.48
"4769560",48.7,88.7,54.58
"4773900",47.5,89.4,50.03
"4723660",49,89.6,54.01
"4781280",44.3,84.8,52.59
"4732742",46.9,90,51.81
"4748340",48.4,90.6,52.5
"4757900",47.7,88.3,51.66
"4775300",47.3,89.6,51.52
"4719360",47.3,90.7,50.67
"4745100",47.7,88.2,53.75
"4719380",47,87.8,45.84
"4781020",48.5,90.9,52.09
"4744360",48.2,89.8,51.9
"4776180",48.9,89.5,53.1
"4707860",46.5,90.6,50.34
"4737620",48.6,90.7,51.63
"4771500",47,87.8,45.84
"4720620",46.8,89.4,50.2
"4738540",46.5,86.1,44.14
"4705500",45.8,89.3,50.11
"4707280",48.2,89.8,51.9
"4753580",48.9,89.5,53.1
"4755980",45.6,85.5,43.9
"4715480",49.3,90.3,54.01
"4723880",46.5,86.1,44.14
"4732040",43.8,81.7,47.57
"4731490",45.9,85.2,56.85
"4755240",44.8,90.6,49.6
"4738300",46.9,87.8,49.26
"4753240",48,88.2,54.35
"4982070",31.2,82.3,26.83
"4908020",39.5,85.6,14.57
"4920340",29.2,77.3,17.76
"4900760",29.2,77.3,17.76
"4907470",37,83.6,13.04
"4943880",38.9,90.5,9.87
"4905534",41,88.4,12.17
"4930130",34.1,84.5,19.05
"4927490",33.7,85.7,25.32
"4924410",34.1,84.5,19.05
"4921880",29.6,73.3,26.86
"4942890",29.6,84.8,12.19
"4950040",39,87,12.59
"4957850",29.1,79.6,27.91
"4911870",33.3,79.8,19.52
"4924630",33.3,79.8,19.52
"4980860",33.3,79.8,19.52
"4945530",36.5,87.1,9.23
"4977010",36.5,87.1,9.23
"4977890",31.2,82.3,26.83
"4911435",39.5,85.6,14.57
"4936620",32.9,88.1,12.02
"4969970",32.9,88.1,12.02
"4937924",30.9,76.9,25.05
"4967990",31.5,81.8,14.74
"4974920",29.2,77.3,17.76
"4914070",35.1,88.4,9.4
"4922540",35.1,88.4,9.4
"4940030",39.5,85.6,14.57
"4944650",37.7,89.6,11.71
"4935740",38.9,90.5,9.87
"4939370",35.3,79.3,16.32
"4965240",36.2,90.9,10.22
"4980200",36.2,90.9,10.22
"4944320",34.1,84.5,19.05
"4946410",36.5,87.1,9.23
"4920450",36.2,90.9,10.22
"4922210",34.1,84.5,19.05
"4963020",27.4,78,16.7
"4954550",29.1,79.6,27.91
"4934750",37,83.6,13.04
"4955430",38.9,90.5,9.87
"4913740",31.5,81.8,14.74
"4906920",29.6,84.8,12.19
"4971255",32.9,88.1,12.02
"4905380",39.5,85.6,14.57
"4974040",39.5,85.6,14.57
"4955760",38.9,90.5,9.87
"4948170",29.6,73.3,26.86
"4948720",33.3,79.8,19.52
"4905490",36.5,87.1,9.23
"4980970",30.9,76.9,25.05
"4971730",33.3,79.8,19.52
"4967000",34.3,84.8,22.09
"4946740",38.9,90.5,9.87
"4985260",27.4,78,16.7
"4908787",37,83.6,13.04
"4920780",31.2,78.3,15.1
"4901750",35.3,79.3,16.32
"4929580",35.3,79.3,16.32
"4964120",29.1,79.6,27.91
"4942560",27.4,78,16.7
"4941680",35.3,79.3,16.32
"4977560",37,83.6,13.04
"4952130",33.3,79.8,19.52
"4971840",45.3,90.6,15.14
"4926720",33.3,79.8,19.52
"4974260",34.1,84.5,19.05
"4940250",38.9,90.5,9.87
"4965330",45.3,90.6,15.14
"4918140",30.9,76.9,25.05
"4971290",34.1,84.5,19.05
"4974480",33.7,85.7,25.32
"4947290",34.3,84.8,22.09
"4935300",45.3,90.6,15.14
"4964560",45.3,90.6,15.14
"4948830",38.9,90.5,9.87
"4982730",36.2,90.9,10.22
"4974590",38.9,90.5,9.87
"4962360",29.1,79.6,27.91
"4933540",31.2,82.3,26.83
"4965110",31.2,82.3,26.83
"4982840",33.7,85.7,25.32
"4980530",45.3,90.6,15.14
"4944100",45.3,90.6,15.14
"4931670",35.1,88.4,9.4
"4937390",29.1,79.6,27.91
"4985370",33.7,85.7,25.32
"4964010",31.2,82.3,26.83
"4938710",45.3,90.6,15.14
"4969640",29.1,79.6,27.91
"4939810",29.6,73.3,26.86
"4950700",35.2,89.5,11.91
"4927930",27.4,78,16.7
"4908570",34.3,84.8,22.09
"4957960",39.5,85.6,14.57
"4937170",45.3,90.6,15.14
"4936290",32.9,88.1,12.02
"4947950",34.1,84.5,19.05
"4973050",36.2,90.9,10.22
"4911000",35.2,89.5,11.91
"4956860",35.1,88.4,9.4
"4910330",37,83.6,13.04
"4984050",34.3,84.8,22.09
"4915830",32.9,88.1,12.02
"4933100",36.5,87.1,9.23
"4961590",32.9,88.1,12.02
"4985050",34.1,84.5,19.05
"4900870",41,88.4,12.17
"4931120",36.2,90.9,10.22
"4960930",34.1,84.5,19.05
"4910660",35.1,88.4,9.4
"4943440",45.3,90.6,15.14
"4941350",35.2,77.9,16.98
"4984710",32.9,88.1,12.02
"4964590",37.7,89.6,11.71
"4958730",34.1,84.5,19.05
"4906810",34.3,84.8,22.09
"4959390",32.9,88.1,12.02
"4929360",41,88.4,12.17
"4947180",29.6,84.8,12.19
"4920850",29.6,73.3,26.86
"4961260",32.9,88.1,12.02
"4933027",39,90.1,10.69
"4971455",39,90.1,10.69
"4953890",39,90.1,10.69
"4940360",33.7,85.7,25.32
"4951910",30.9,79.1,26
"4967880",38.9,90.5,9.87
"4955980",31.2,82.3,26.83
"4940470",34.3,84.8,22.09
"4974810",33.7,85.7,25.32
"4909725",29.1,79.6,27.91
"4954330",39.5,85.6,14.57
"4904720",34.1,84.5,19.05
"4943110",39,90.1,10.69
"4923310",30.9,79.1,26
"4933002",39,90.1,10.69
"4964230",32.9,88.1,12.02
"4972170",34.1,84.5,19.05
"4972720",36.2,90.9,10.22
"4984095",39,90.1,10.69
"4901905",45.3,90.6,15.14
"4905050",29.1,79.6,27.91
"4926610",29.6,84.8,12.19
"4941020",31.5,81.8,14.74
"4967400",29.6,73.3,26.86
"4951470",39,90.1,10.69
"4935120",30.9,76.9,25.05
"4958070",29.6,73.3,26.86
"4937060",31.2,82.3,26.83
"4955100",31.2,82.3,26.83
"4960710",31.2,82.3,26.83
"4961150",31.2,82.3,26.83
"4907690",33.7,85.7,25.32
"4914290",33.7,85.7,25.32
"4982930",31.2,82.3,26.83
"4955210",33.7,85.7,25.32
"4948610",35.2,77.9,16.98
"4947620",31.2,78.3,15.1
"4900650",34.3,84.8,22.09
"4901860",37,83.6,13.04
"4933760",37,83.6,13.04
"4934970",34.3,84.8,22.09
"4964340",34.3,84.8,22.09
"4971070",34.3,84.8,22.09
"4975360",34.3,84.8,22.09
"4982950",34.3,84.8,22.09
"4932660",33.3,79.8,19.52
"4953010",33.3,79.8,19.52
"4950370",29.1,79.6,27.91
"4954660",29.1,79.6,27.91
"4963680",29.1,79.6,27.91
"4939920",41,88.4,12.17
"4913190",29.1,79.6,27.91
"4945860",29.1,79.6,27.91
"4926940",29.6,73.3,26.86
"4934640",29.6,73.3,26.86
"4927902",27.4,78,16.7
"4935823",34.1,84.5,19.05
"4920890",31.5,81.8,14.74
"4934530",31.5,81.8,14.74
"4982510",31.5,81.8,14.74
"4964670",29.2,77.3,17.76
"4913300",35.1,88.4,9.4
"4922870",35.1,88.4,9.4
"4936950",35.1,88.4,9.4
"4923200",39.5,85.6,14.57
"4976680",36.2,90.9,10.22
"4903345",29.6,84.8,12.19
"4953560",29.6,84.8,12.19
"4919680",32.9,88.1,12.02
"4958510",39.5,85.6,14.57
"4924080",37.7,89.6,11.71
"4967770",34.1,84.5,19.05
"4918910",38.9,90.5,9.87
"4980090",29.6,84.8,12.19
"4900540",34.1,84.5,19.05
"4901310",34.1,84.5,19.05
"4935960",38.9,90.5,9.87
"4902740",35.3,79.3,16.32
"4951360",35.3,79.3,16.32
"4965880",35.3,79.3,16.32
"4968650",35.3,79.3,16.32
"4911430",34.1,84.5,19.05
"4928810",34.1,84.5,19.05
"4945090",34.1,84.5,19.05
"4957300",34.1,84.5,19.05
"4965770",34.1,84.5,19.05
"4980420",34.1,84.5,19.05
"4934200",30.9,76.9,25.05
"4902960",29.1,79.6,27.91
"4959555",29.1,79.6,27.91
"4916270",34.3,84.8,22.09
"4972940",33.3,79.8,19.52
"4956750",36.2,90.9,10.22
"4915940",29.1,79.6,27.91
"4936400",31.2,82.3,26.83
"4912420",30.9,76.9,25.05
"4923530",33.3,79.8,19.52
"4903950",32.9,88.1,12.02
"4984160",29.6,84.8,12.19
"4942230",34.1,84.5,19.05
"4957630",34.1,84.5,19.05
"4983252",34.1,84.5,19.05
"4976280",30.9,76.9,25.05
"4953230",34.3,84.8,22.09
"4923420",45.3,90.6,15.14
"4954440",45.3,90.6,15.14
"4947730",33.3,79.8,19.52
"4981960",45.3,90.6,15.14
"4971180",33.7,85.7,25.32
"4913850",33.7,85.7,25.32
"4977230",29.1,79.6,27.91
"4920810",34.1,84.5,19.05
"4928150",32.9,88.1,12.02
"4957740",37,83.6,13.04
"4939590",35.2,77.9,16.98
"4974095",29.6,73.3,26.86
"4970190",29.6,73.3,26.86
"4906590",29.2,77.3,17.76
"4983730",31.5,81.8,14.74
"4976180",35.2,89.5,11.91
"4952460",30.9,79.1,26
"4921990",31.2,82.3,26.83
"4910440",31.5,81.8,14.74
"4975800",32.9,88.1,12.02
"4939040",29.6,84.8,12.19
"4912200",45.3,90.6,15.14
"4980310",45.3,90.6,15.14
"4927270",36.5,87.1,9.23
"4950810",39.5,85.6,14.57
"4972060",31.5,81.8,14.74
"4962910",29.6,84.8,12.19
"4954110",29.2,77.3,17.76
"4925910",31.2,78.3,15.1
"4981190",29.6,73.3,26.86
"4960270",45.3,90.6,15.14
"4956440",39,90.1,10.69
"4923640",36.2,90.9,10.22
"4901530",39,90.1,10.69
"4944870",31.2,82.3,26.83
"4937690",30.9,76.9,25.05
"4914840",29.6,73.3,26.86
"4970850",34.3,84.8,22.09
"4912970",35.2,77.9,16.98
"4948300",31.2,82.3,26.83
"4970960",31.2,82.3,26.83
"4915720",34.3,84.8,22.09
"4922760",32.9,88.1,12.02
"4977120",32.9,88.1,12.02
"4957080",41,88.4,12.17
"4906700",39,90.1,10.69
"4976900",45.3,90.6,15.14
"4967660",45.3,90.6,15.14
"4951580",39,90.1,10.69
"4967440",34.3,84.8,22.09
"4947840",32.9,88.1,12.02
"4906370",39,90.1,10.69
"4936070",34.3,84.8,22.09
"4959280",29.6,73.3,26.86
"4911980",33.7,85.7,25.32
"4985040",29.6,73.3,26.86
"4954220",37.7,89.6,11.71
"4982620",29.1,79.6,27.91
"4943660",33.7,85.7,25.32
"4911320",39.5,85.6,14.57
"4950590",39,87,12.59
"4925510",38.9,90.5,9.87
"4963240",35.3,79.3,16.32
"4962470",34.1,84.5,19.05
"4972280",34.1,84.5,19.05
"4949820",30.9,76.9,25.05
"4901090",29.1,79.6,27.91
"4944760",29.1,79.6,27.91
"4954990",29.1,79.6,27.91
"4922370",34.1,84.5,19.05
"4904060",39,87,12.59
"4937500",29.1,79.6,27.91
"4920120",34.3,84.8,22.09
"4918090",45.3,90.6,15.14
"4912260",35.3,79.3,16.32
"4925290",32.9,88.1,12.02
"4953340",29.2,77.3,17.76
"4911440",34.1,84.5,19.05
"4983470",34.3,84.8,22.09
"4930900",34.3,84.8,22.09
"4950150",34.3,84.8,22.09
"4983390",33.7,85.7,25.32
"4924850",31.2,82.3,26.83
"4922875",34.3,84.8,22.09
"4949710",34.3,84.8,22.09
"4936730",29.6,73.3,26.86
"4924740",33.7,85.7,25.32
"4919020",38.9,90.5,9.87
"4963570",35.3,79.3,16.32
"4949160",29.1,79.6,27.91
"4977697",39,90.1,10.69
"4969280",29.6,73.3,26.86
"4908460",32.9,88.1,12.02
"4935190",34.1,84.5,19.05
"4962030",31.5,81.8,14.74
"4925180",35.1,88.4,9.4
"4922650",35.3,79.3,16.32
"4967825",34.1,84.5,19.05
"4951140",37.7,89.6,11.71
"4923750",37,83.6,13.04
"4955650",29.6,73.3,26.86
"4975470",36.5,87.1,9.23
"4916490",29.1,79.6,27.91
"4925070",33.3,79.8,19.52
"4949380",39,90.1,10.69
"4984950",31.2,82.3,26.83
"5333175",36.3,70.3,81.08
"5370000",38.8,71.7,63.57
"5345320",27.4,76.6,33.96
"5356240",37.3,88.4,14.72
"5357465",30.7,85,12.99
"5323340",34.7,84.5,17.31
"5342800",30.2,84.4,11.4
"5320260",38.8,71.7,63.57
"5329710",33.5,80.1,26.09
"5379135",32.9,88.2,8.27
"5378925",38.8,71.7,63.57
"5340980",33.5,80.1,26.09
"5379975",42.6,77.9,65.74
"5323970",38.8,71.7,63.57
"5380150",38.2,72,72.84
"5377630",43.5,71.7,95.21
"5333560",27.4,76.6,33.96
"5301430",41,73.4,88.18
"5332125",41,73.4,88.18
"5333890",41.1,67.2,88.02
"5302025",35.1,83.2,17.24
"5378050",32.9,88.2,8.27
"5307450",35.6,70,76.39
