"GEOID","TOPO","TOPO_DEF","TOPO_CAT"
"3459500","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3444010","1","Flat plains","Plains"
"3455620","15","Open high hills","Open_Hills_and_Mountains"
"3474180","1","Flat plains","Plains"
"3444345","1","Flat plains","Plains"
"3460840","2","Smooth plains","Plains"
"3466970","1","Flat plains","Plains"
"3439045","1","Flat plains","Plains"
"3431410","16","Open low mountains","Open_Hills_and_Mountains"
"3458860","15","Open high hills","Open_Hills_and_Mountains"
"3410450","1","Flat plains","Plains"
"3418010","1","Flat plains","Plains"
"3411410","1","Flat plains","Plains"
"3475750","16","Open low mountains","Open_Hills_and_Mountains"
"3439916","2","Smooth plains","Plains"
"3461725","2","Smooth plains","Plains"
"3407570","2","Smooth plains","Plains"
"3428250","16","Open low mountains","Open_Hills_and_Mountains"
"3460750","15","Open high hills","Open_Hills_and_Mountains"
"3476040","2","Smooth plains","Plains"
"3418151","2","Smooth plains","Plains"
"3483290","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3475020","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3439990","2","Smooth plains","Plains"
"3481365","15","Open high hills","Open_Hills_and_Mountains"
"3476010","1","Flat plains","Plains"
"3410480","15","Open high hills","Open_Hills_and_Mountains"
"3446110","15","Open high hills","Open_Hills_and_Mountains"
"3443380","2","Smooth plains","Plains"
"3471010","1","Flat plains","Plains"
"3482180","2","Smooth plains","Plains"
"3410330","1","Flat plains","Plains"
"3481200","1","Flat plains","Plains"
"3465490","2","Smooth plains","Plains"
"3402200","2","Smooth plains","Plains"
"3426070","2","Smooth plains","Plains"
"3424420","15","Open high hills","Open_Hills_and_Mountains"
"3416660","2","Smooth plains","Plains"
"3449920","2","Smooth plains","Plains"
"3477600","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3429430","1","Flat plains","Plains"
"3409280","15","Open high hills","Open_Hills_and_Mountains"
"3455320","1","Flat plains","Plains"
"3417410","1","Flat plains","Plains"
"3401300","16","Open low mountains","Open_Hills_and_Mountains"
"3413990","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3470980","15","Open high hills","Open_Hills_and_Mountains"
"3467020","1","Flat plains","Plains"
"3441010","2","Smooth plains","Plains"
"3447700","15","Open high hills","Open_Hills_and_Mountains"
"3408492","2","Smooth plains","Plains"
"3461650","2","Smooth plains","Plains"
"3413630","2","Smooth plains","Plains"
"3427390","15","Open high hills","Open_Hills_and_Mountains"
"3400760","2","Smooth plains","Plains"
"3457750","2","Smooth plains","Plains"
"3408620","15","Open high hills","Open_Hills_and_Mountains"
"3422740","2","Smooth plains","Plains"
"3461440","2","Smooth plains","Plains"
"3430420","15","Open high hills","Open_Hills_and_Mountains"
"3417260","16","Open low mountains","Open_Hills_and_Mountains"
"3464350","2","Smooth plains","Plains"
"3475120","16","Open low mountains","Open_Hills_and_Mountains"
"3439910","2","Smooth plains","Plains"
"3474330","5","Tablelands, moderate relief","Tablelands"
"3424930","16","Open low mountains","Open_Hills_and_Mountains"
"3474270","2","Smooth plains","Plains"
"3430270","2","Smooth plains","Plains"
"3472240","2","Smooth plains","Plains"
"3470987","2","Smooth plains","Plains"
"3433090","2","Smooth plains","Plains"
"3430810","1","Flat plains","Plains"
"3472870","15","Open high hills","Open_Hills_and_Mountains"
"3463660","2","Smooth plains","Plains"
"3469390","2","Smooth plains","Plains"
"3410270","1","Flat plains","Plains"
"3422890","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3472420","15","Open high hills","Open_Hills_and_Mountains"
"3423910","15","Open high hills","Open_Hills_and_Mountains"
"3455800","2","Smooth plains","Plains"
"3414350","1","Flat plains","Plains"
"3436570","2","Smooth plains","Plains"
"3462910","15","Open high hills","Open_Hills_and_Mountains"
"3466390","1","Flat plains","Plains"
"3401900","16","Open low mountains","Open_Hills_and_Mountains"
"3444880","15","Open high hills","Open_Hills_and_Mountains"
"3414260","2","Smooth plains","Plains"
"3462430","2","Smooth plains","Plains"
"3481042","2","Smooth plains","Plains"
"3466840","2","Smooth plains","Plains"
"3443890","1","Flat plains","Plains"
"3465280","15","Open high hills","Open_Hills_and_Mountains"
"3431920","15","Open high hills","Open_Hills_and_Mountains"
"3458590","2","Smooth plains","Plains"
"3464410","2","Smooth plains","Plains"
"3426550","15","Open high hills","Open_Hills_and_Mountains"
"3419390","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3426340","2","Smooth plains","Plains"
"3478110","2","Smooth plains","Plains"
"3445330","15","Open high hills","Open_Hills_and_Mountains"
"3403580","2","Smooth plains","Plains"
"3422440","2","Smooth plains","Plains"
"3405590","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3454990","15","Open high hills","Open_Hills_and_Mountains"
"3423700","15","Open high hills","Open_Hills_and_Mountains"
"3403940","2","Smooth plains","Plains"
"3465790","2","Smooth plains","Plains"
"3467110","2","Smooth plains","Plains"
"3442630","2","Smooth plains","Plains"
"3406490","15","Open high hills","Open_Hills_and_Mountains"
"3406610","15","Open high hills","Open_Hills_and_Mountains"
"3443620","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3451210","2","Smooth plains","Plains"
"3461530","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3426640","15","Open high hills","Open_Hills_and_Mountains"
"3476400","15","Open high hills","Open_Hills_and_Mountains"
"3430540","15","Open high hills","Open_Hills_and_Mountains"
"3448480","15","Open high hills","Open_Hills_and_Mountains"
"3446590","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3462820","2","Smooth plains","Plains"
"3447190","2","Smooth plains","Plains"
"3415910","2","Smooth plains","Plains"
"3470920","15","Open high hills","Open_Hills_and_Mountains"
"3460120","15","Open high hills","Open_Hills_and_Mountains"
"3439885","2","Smooth plains","Plains"
"3442390","2","Smooth plains","Plains"
"3421660","1","Flat plains","Plains"
"3424300","2","Smooth plains","Plains"
"3402080","1","Flat plains","Plains"
"3430570","15","Open high hills","Open_Hills_and_Mountains"
"3440350","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3400700","15","Open high hills","Open_Hills_and_Mountains"
"3410300","1","Flat plains","Plains"
"3436150","16","Open low mountains","Open_Hills_and_Mountains"
"3408260","15","Open high hills","Open_Hills_and_Mountains"
"3454690","2","Smooth plains","Plains"
"3479520","2","Smooth plains","Plains"
"3436720","15","Open high hills","Open_Hills_and_Mountains"
"3400640","16","Open low mountains","Open_Hills_and_Mountains"
"3449740","2","Smooth plains","Plains"
"3469900","2","Smooth plains","Plains"
"3452050","16","Open low mountains","Open_Hills_and_Mountains"
"3404252","16","Open low mountains","Open_Hills_and_Mountains"
"3428920","16","Open low mountains","Open_Hills_and_Mountains"
"3466720","2","Smooth plains","Plains"
"3442930","2","Smooth plains","Plains"
"3442840","2","Smooth plains","Plains"
"3460810","15","Open high hills","Open_Hills_and_Mountains"
"3426220","15","Open high hills","Open_Hills_and_Mountains"
"3419690","1","Flat plains","Plains"
"3427030","1","Flat plains","Plains"
"3406130","16","Open low mountains","Open_Hills_and_Mountains"
"3467665","2","Smooth plains","Plains"
"3440320","2","Smooth plains","Plains"
"3476250","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3423610","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3454960","2","Smooth plains","Plains"
"3416720","2","Smooth plains","Plains"
"3408920","2","Smooth plains","Plains"
"3410600","2","Smooth plains","Plains"
"3451750","1","Flat plains","Plains"
"3415610","16","Open low mountains","Open_Hills_and_Mountains"
"3474478","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3426902","2","Smooth plains","Plains"
"3445780","2","Smooth plains","Plains"
"3424180","2","Smooth plains","Plains"
"3416630","2","Smooth plains","Plains"
"3483170","5","Tablelands, moderate relief","Tablelands"
"3452020","15","Open high hills","Open_Hills_and_Mountains"
"3402350","2","Smooth plains","Plains"
"3476820","2","Smooth plains","Plains"
"3481380","2","Smooth plains","Plains"
"3443980","16","Open low mountains","Open_Hills_and_Mountains"
"3468370","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3438040","16","Open low mountains","Open_Hills_and_Mountains"
"3421240","2","Smooth plains","Plains"
"3406790","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3459190","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3403250","2","Smooth plains","Plains"
"3410000","2","Smooth plains","Plains"
"3426820","2","Smooth plains","Plains"
"3445510","2","Smooth plains","Plains"
"3453880","2","Smooth plains","Plains"
"3458770","2","Smooth plains","Plains"
"3482450","2","Smooth plains","Plains"
"3400730","2","Smooth plains","Plains"
"3402110","2","Smooth plains","Plains"
"3406970","2","Smooth plains","Plains"
"3407750","2","Smooth plains","Plains"
"3419840","2","Smooth plains","Plains"
"3443050","2","Smooth plains","Plains"
"3444520","2","Smooth plains","Plains"
"3466240","2","Smooth plains","Plains"
"3473020","2","Smooth plains","Plains"
"3474540","2","Smooth plains","Plains"
"3422860","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3425800","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3436690","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3471430","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3425350","15","Open high hills","Open_Hills_and_Mountains"
"3429460","15","Open high hills","Open_Hills_and_Mountains"
"3447610","15","Open high hills","Open_Hills_and_Mountains"
"3452320","15","Open high hills","Open_Hills_and_Mountains"
"3453430","15","Open high hills","Open_Hills_and_Mountains"
"3453850","15","Open high hills","Open_Hills_and_Mountains"
"3454870","15","Open high hills","Open_Hills_and_Mountains"
"3462940","15","Open high hills","Open_Hills_and_Mountains"
"3463000","15","Open high hills","Open_Hills_and_Mountains"
"3465400","15","Open high hills","Open_Hills_and_Mountains"
"3480270","15","Open high hills","Open_Hills_and_Mountains"
"3482300","15","Open high hills","Open_Hills_and_Mountains"
"3456130","15","Open high hills","Open_Hills_and_Mountains"
"3456550","15","Open high hills","Open_Hills_and_Mountains"
"3463150","15","Open high hills","Open_Hills_and_Mountains"
"3473140","15","Open high hills","Open_Hills_and_Mountains"
"3482423","15","Open high hills","Open_Hills_and_Mountains"
"3419510","15","Open high hills","Open_Hills_and_Mountains"
"3421480","15","Open high hills","Open_Hills_and_Mountains"
"3421510","15","Open high hills","Open_Hills_and_Mountains"
"3424990","15","Open high hills","Open_Hills_and_Mountains"
"3428680","15","Open high hills","Open_Hills_and_Mountains"
"3440020","15","Open high hills","Open_Hills_and_Mountains"
"3440680","15","Open high hills","Open_Hills_and_Mountains"
"3436484","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3401030","16","Open low mountains","Open_Hills_and_Mountains"
"3428710","16","Open low mountains","Open_Hills_and_Mountains"
"3439600","16","Open low mountains","Open_Hills_and_Mountains"
"3437680","15","Open high hills","Open_Hills_and_Mountains"
"3456430","15","Open high hills","Open_Hills_and_Mountains"
"3431110","15","Open high hills","Open_Hills_and_Mountains"
"3474930","15","Open high hills","Open_Hills_and_Mountains"
"3444280","1","Flat plains","Plains"
"3473170","15","Open high hills","Open_Hills_and_Mountains"
"3437710","15","Open high hills","Open_Hills_and_Mountains"
"3438700","15","Open high hills","Open_Hills_and_Mountains"
"3411290","15","Open high hills","Open_Hills_and_Mountains"
"3423640","15","Open high hills","Open_Hills_and_Mountains"
"3446710","1","Flat plains","Plains"
"3402920","1","Flat plains","Plains"
"3462790","1","Flat plains","Plains"
"3400160","1","Flat plains","Plains"
"3426010","1","Flat plains","Plains"
"3481620","5","Tablelands, moderate relief","Tablelands"
"3431880","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3450100","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3442180","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3404540","1","Flat plains","Plains"
"3454600","1","Flat plains","Plains"
"3451450","2","Smooth plains","Plains"
"3466750","2","Smooth plains","Plains"
"3445450","2","Smooth plains","Plains"
"3403340","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3463810","1","Flat plains","Plains"
"3447006","1","Flat plains","Plains"
"3471628","1","Flat plains","Plains"
"3416278","1","Flat plains","Plains"
"3427060","1","Flat plains","Plains"
"3465249","2","Smooth plains","Plains"
"3462605","2","Smooth plains","Plains"
"3402170","2","Smooth plains","Plains"
"3475590","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3429220","16","Open low mountains","Open_Hills_and_Mountains"
"3432910","16","Open low mountains","Open_Hills_and_Mountains"
"3415730","2","Smooth plains","Plains"
"3446680","1","Flat plains","Plains"
"3416960","1","Flat plains","Plains"
"3425590","1","Flat plains","Plains"
"3444670","1","Flat plains","Plains"
"3477330","5","Tablelands, moderate relief","Tablelands"
"3432250","2","Smooth plains","Plains"
"3436510","2","Smooth plains","Plains"
"3466570","2","Smooth plains","Plains"
"3412580","15","Open high hills","Open_Hills_and_Mountains"
"3440290","15","Open high hills","Open_Hills_and_Mountains"
"3442510","15","Open high hills","Open_Hills_and_Mountains"
"3450130","15","Open high hills","Open_Hills_and_Mountains"
"3463300","15","Open high hills","Open_Hills_and_Mountains"
"3413690","15","Open high hills","Open_Hills_and_Mountains"
"3451000","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3421870","1","Flat plains","Plains"
"3452950","1","Flat plains","Plains"
"3460600","1","Flat plains","Plains"
"3413360","2","Smooth plains","Plains"
"3482120","2","Smooth plains","Plains"
"3453490","1","Flat plains","Plains"
"3481170","1","Flat plains","Plains"
"3481890","1","Flat plains","Plains"
"3446620","2","Smooth plains","Plains"
"3469810","2","Smooth plains","Plains"
"3403130","2","Smooth plains","Plains"
"3404180","2","Smooth plains","Plains"
"3437770","2","Smooth plains","Plains"
"3459910","2","Smooth plains","Plains"
"3471640","2","Smooth plains","Plains"
"3474210","2","Smooth plains","Plains"
"3457300","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3420020","15","Open high hills","Open_Hills_and_Mountains"
"3447130","2","Smooth plains","Plains"
"3480750","15","Open high hills","Open_Hills_and_Mountains"
"3441310","2","Smooth plains","Plains"
"3413420","2","Smooth plains","Plains"
"3470110","2","Smooth plains","Plains"
"3468460","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3459880","2","Smooth plains","Plains"
"3476490","15","Open high hills","Open_Hills_and_Mountains"
"3441100","15","Open high hills","Open_Hills_and_Mountains"
"3445690","2","Smooth plains","Plains"
"3459640","1","Flat plains","Plains"
"3451930","16","Open low mountains","Open_Hills_and_Mountains"
"3440440","2","Smooth plains","Plains"
"3412550","2","Smooth plains","Plains"
"3464620","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3413810","15","Open high hills","Open_Hills_and_Mountains"
"3428800","2","Smooth plains","Plains"
