July 2023 Contiguous U.S. County Maximum Temperature,,,,,,
Units: Degrees Fahrenheit,,,,,,
Missing: -99,,,,,,
Period of Record: 129 Years,,,,,,
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
NY-081,Queens County,New York,86.6,112,2.9,83.7
NY-083,Rensselaer County,New York,83.2,109,2.2,81
NY-085,Richmond County,New York,87.6,114,3.2,84.4
NY-087,Rockland County,New York,86,112,2.9,83.1
NY-089,St. Lawrence County,New York,80.6,101,2.2,78.4
NY-091,Saratoga County,New York,82.7,94,1.5,81.2
NY-093,Schenectady County,New York,83.4,95,1.6,81.8
NY-095,Schoharie County,New York,80.9,92,1.3,79.6
NY-097,Schuyler County,New York,80.9,86,1,79.9
NY-099,Seneca County,New York,81.1,62,-0.4,81.5
NY-101,Steuben County,New York,80.9,86,0.9,80
NY-103,Suffolk County,New York,84.1,119,3.5,80.6
NY-105,Sullivan County,New York,81.2,104,2,79.2
NY-107,Tioga County,New York,82.2,95,1.7,80.5
NY-109,Tompkins County,New York,81,82,0.8,80.2
NY-111,Ulster County,New York,82.1,106,2.3,79.8
NY-113,Warren County,New York,80.4,94,1.6,78.8
NY-115,Washington County,New York,83.4,103,2.1,81.3
NY-117,Wayne County,New York,80,57,-0.6,80.6
NY-119,Westchester County,New York,86.6,117,3.4,83.2
NY-121,Wyoming County,New York,79.8,92,1.2,78.6
NY-123,Yates County,New York,80.8,74,0.2,80.6
NC-001,Alamance County,North Carolina,89.3,85,0.9,88.4
NC-003,Alexander County,North Carolina,87.9,95,1.2,86.7
NC-005,Alleghany County,North Carolina,81.8,104,1.7,80.1
NC-007,Anson County,North Carolina,91.3,81,0.9,90.4
NC-009,Ashe County,North Carolina,80.4,103,1.7,78.7
NC-011,Avery County,North Carolina,76.9,88,1.1,75.8
NC-013,Beaufort County,North Carolina,89.2,85,0.8,88.4
NC-015,Bertie County,North Carolina,90.2,101,1.8,88.4
NC-017,Bladen County,North Carolina,90.4,84,0.9,89.5
NC-019,Brunswick County,North Carolina,90.1,98,1.2,88.9
NC-021,Buncombe County,North Carolina,82.6,94,1.4,81.2
NC-023,Burke County,North Carolina,87.3,74,0.4,86.9
NC-025,Cabarrus County,North Carolina,89.2,58,-0.4,89.6
NC-027,Caldwell County,North Carolina,87.5,93,1.1,86.4
NC-029,Camden County,North Carolina,89.6,114,2.6,87
NC-031,Carteret County,North Carolina,88.1,83,0.6,87.5
NC-033,Caswell County,North Carolina,89.1,78,0.7,88.4
NC-035,Catawba County,North Carolina,88.8,92,1.1,87.7
NC-037,Chatham County,North Carolina,89.7,78,0.6,89.1
NC-039,Cherokee County,North Carolina,84.3,56,-0.6,84.9
NC-041,Chowan County,North Carolina,89.8,105,2,87.8
NC-043,Clay County,North Carolina,82.9,79,0.3,82.6
NC-045,Cleveland County,North Carolina,89.5,81,0.7,88.8
NC-047,Columbus County,North Carolina,90.6,85,0.9,89.7
NC-049,Craven County,North Carolina,89.7,99,1.5,88.2
NC-051,Cumberland County,North Carolina,90.5,78,0.6,89.9
NC-053,Currituck County,North Carolina,88.8,115,2.7,86.1
NC-055,Dare County,North Carolina,88.3,111,1.8,86.5
NC-057,Davidson County,North Carolina,88.8,78,0.5,88.3
NC-059,Davie County,North Carolina,88.8,83,0.8,88
NC-061,Duplin County,North Carolina,89.7,85,0.7,89
NC-063,Durham County,North Carolina,90.3,89,1.2,89.1
NC-065,Edgecombe County,North Carolina,90.8,104,1.7,89.1
NC-067,Forsyth County,North Carolina,88.4,89,1,87.4
NC-069,Franklin County,North Carolina,90.9,101,1.7,89.2
NC-071,Gaston County,North Carolina,89.9,93,1.3,88.6
NC-073,Gates County,North Carolina,90.5,107,2.1,88.4
NC-075,Graham County,North Carolina,80.9,50,-0.6,81.5
NC-077,Granville County,North Carolina,90.2,100,1.8,88.4
NC-079,Greene County,North Carolina,90.7,97,1.4,89.3
NC-081,Guilford County,North Carolina,88.9,89,1.1,87.8
NC-083,Halifax County,North Carolina,90.6,96,1.5,89.1
NC-085,Harnett County,North Carolina,89.9,70,0.1,89.8
NC-087,Haywood County,North Carolina,77,72,0.1,76.9
NC-089,Henderson County,North Carolina,82.8,90,1.1,81.7
NC-091,Hertford County,North Carolina,90.6,106,2,88.6
NC-093,Hoke County,North Carolina,91,86,1,90
NC-095,Hyde County,North Carolina,88.5,84,0.6,87.9
NC-097,Iredell County,North Carolina,88.8,94,1.1,87.7
NC-099,Jackson County,North Carolina,79.3,80,0.3,79
NC-101,Johnston County,North Carolina,90,77,0.4,89.6
NC-103,Jones County,North Carolina,90.2,103,1.7,88.5
NC-105,Lee County,North Carolina,89.7,70,0.1,89.6
NC-107,Lenoir County,North Carolina,90.3,94,1.3,89
NC-109,Lincoln County,North Carolina,89.2,91,1.1,88.1
NC-111,McDowell County,North Carolina,85.1,58,-0.6,85.7
NC-113,Macon County,North Carolina,81.3,86,0.6,80.7
NC-115,Madison County,North Carolina,82.8,73,0.5,82.3
NC-117,Martin County,North Carolina,90.3,101,1.7,88.6
NC-119,Mecklenburg County,North Carolina,90,85,0.9,89.1
NC-121,Mitchell County,North Carolina,78.8,78,0.5,78.3
NC-123,Montgomery County,North Carolina,91.4,100,1.8,89.6
NC-125,Moore County,North Carolina,91.1,95,1.5,89.6
NC-127,Nash County,North Carolina,90.8,99,1.6,89.2
NC-129,New Hanover County,North Carolina,90.7,113,1.9,88.8
NC-131,Northampton County,North Carolina,90.6,96,1.5,89.1
NC-133,Onslow County,North Carolina,89.9,105,1.6,88.3
NC-135,Orange County,North Carolina,89.2,81,0.9,88.3
NC-137,Pamlico County,North Carolina,89,90,0.9,88.1
NC-139,Pasquotank County,North Carolina,89.7,110,2.4,87.3
NC-141,Pender County,North Carolina,90.5,102,1.4,89.1
NC-143,Perquimans County,North Carolina,89.8,108,2.1,87.7
NC-145,Person County,North Carolina,89.2,90,1.2,88
NC-147,Pitt County,North Carolina,90.6,97,1.5,89.2
NC-149,Polk County,North Carolina,88.3,92,1.1,87.2
NC-151,Randolph County,North Carolina,89.6,87,1.1,88.5
NC-153,Richmond County,North Carolina,91.6,98,1.4,90.2
NC-155,Robeson County,North Carolina,91.6,95,1.3,90.3
NC-157,Rockingham County,North Carolina,89.2,87,1,88.2
NC-159,Rowan County,North Carolina,88.9,73,0.1,88.8
NC-161,Rutherford County,North Carolina,88.6,74,0.3,88.3
NC-163,Sampson County,North Carolina,89.6,72,0.2,89.4
NC-165,Scotland County,North Carolina,91.4,95,1.2,90.2
NC-167,Stanly County,North Carolina,90.6,80,0.6,90
NC-169,Stokes County,North Carolina,88,86,0.9,87.1
NC-171,Surry County,North Carolina,87.7,101,1.5,86.2
NC-173,Swain County,North Carolina,78.2,50,-0.6,78.8
NC-175,Transylvania County,North Carolina,79.8,67,-0.2,80
NC-177,Tyrrell County,North Carolina,89.2,103,1.6,87.6
NC-179,Union County,North Carolina,90.3,79,0.8,89.5
NC-181,Vance County,North Carolina,90.6,100,2,88.6
NC-183,Wake County,North Carolina,90.4,88,1.2,89.2
NC-185,Warren County,North Carolina,90.8,100,1.8,89
NC-187,Washington County,North Carolina,89.3,94,1.3,88
NC-189,Watauga County,North Carolina,79.6,106,2,77.6
NC-191,Wayne County,North Carolina,90,83,0.7,89.3
NC-193,Wilkes County,North Carolina,87.4,104,1.6,85.8
NC-195,Wilson County,North Carolina,90.7,96,1.5,89.2
NC-197,Yadkin County,North Carolina,88.5,97,1.5,87
NC-199,Yancey County,North Carolina,78.2,77,0.4,77.8
ND-001,Adams County,North Dakota,82.6,44,-1.4,84
ND-003,Barnes County,North Dakota,79.8,34,-2.4,82.2
ND-005,Benson County,North Dakota,78,20,-3.5,81.5
ND-007,Billings County,North Dakota,83.1,50,-0.5,83.6
ND-009,Bottineau County,North Dakota,79.5,45,-1.4,80.9
ND-011,Bowman County,North Dakota,84.1,61,0,84.1
ND-013,Burke County,North Dakota,79.7,57,-0.5,80.2
ND-015,Burleigh County,North Dakota,79.6,25,-3.1,82.7
ND-017,Cass County,North Dakota,81.4,44,-1.4,82.8
ND-019,Cavalier County,North Dakota,77.4,43,-1.4,78.8
ND-021,Dickey County,North Dakota,79.6,19,-3.5,83.1
ND-023,Divide County,North Dakota,80.9,68,0.3,80.6
ND-025,Dunn County,North Dakota,82.8,58,-0.2,83
ND-027,Eddy County,North Dakota,77.7,15,-4,81.7
ND-029,Emmons County,North Dakota,80.3,17,-3.9,84.2
ND-031,Foster County,North Dakota,77.9,15,-4.1,82
ND-033,Golden Valley County,North Dakota,83.6,53,-0.5,84.1
ND-035,Grand Forks County,North Dakota,79.3,30,-2.6,81.9
ND-037,Grant County,North Dakota,81.6,30,-3,84.6
ND-039,Griggs County,North Dakota,78,15,-3.9,81.9
ND-041,Hettinger County,North Dakota,81.6,38,-2.1,83.7
ND-043,Kidder County,North Dakota,78.4,20,-3.7,82.1
ND-045,LaMoure County,North Dakota,79.8,26,-3.1,82.9
ND-047,Logan County,North Dakota,78.8,18,-4,82.8
ND-049,McHenry County,North Dakota,80.6,47,-1.5,82.1
ND-051,McIntosh County,North Dakota,78.6,16,-4.4,83
ND-053,McKenzie County,North Dakota,83.6,68,0.3,83.3
ND-055,McLean County,North Dakota,80.5,38,-1.6,82.1
ND-057,Mercer County,North Dakota,81.3,38,-1.8,83.1
ND-059,Morton County,North Dakota,81.1,29,-2.6,83.7
ND-061,Mountrail County,North Dakota,80.8,53,-0.5,81.3
ND-063,Nelson County,North Dakota,77.8,24,-3,80.8
ND-065,Oliver County,North Dakota,80,27,-2.9,82.9
ND-067,Pembina County,North Dakota,79,46,-1.2,80.2
ND-069,Pierce County,North Dakota,79.2,37,-2.1,81.3
ND-071,Ramsey County,North Dakota,77.7,25,-3.2,80.9
ND-073,Ransom County,North Dakota,81.1,38,-1.8,82.9
ND-075,Renville County,North Dakota,80.2,50,-1.3,81.5
ND-077,Richland County,North Dakota,81.4,42,-1.8,83.2
ND-079,Rolette County,North Dakota,78.2,54,-0.8,79
ND-081,Sargent County,North Dakota,80.8,30,-2.5,83.3
ND-083,Sheridan County,North Dakota,78.9,26,-2.8,81.7
ND-085,Sioux County,North Dakota,81.9,25,-3.1,85
ND-087,Slope County,North Dakota,83.2,47,-0.9,84.1
ND-089,Stark County,North Dakota,81.6,38,-1.8,83.4
ND-091,Steele County,North Dakota,78.7,19,-3.5,82.2
ND-093,Stutsman County,North Dakota,78.8,22,-3.4,82.2
ND-095,Towner County,North Dakota,78.6,45,-1.1,79.7
ND-097,Traill County,North Dakota,79.8,23,-2.9,82.7
ND-099,Walsh County,North Dakota,78.7,37,-1.6,80.3
ND-101,Ward County,North Dakota,80.1,40,-1.6,81.7
ND-103,Wells County,North Dakota,77.1,13,-4.6,81.7
ND-105,Williams County,North Dakota,82.2,62,0.3,81.9
OH-001,Adams County,Ohio,85.4,56,-0.8,86.2
OH-003,Allen County,Ohio,84.2,57,-0.8,85
OH-005,Ashland County,Ohio,82.6,54,-0.7,83.3
OH-007,Ashtabula County,Ohio,81.1,74,0.1,81
OH-009,Athens County,Ohio,84.5,55,-0.7,85.2
OH-011,Auglaize County,Ohio,83.9,55,-1,84.9
OH-013,Belmont County,Ohio,83.5,56,-0.7,84.2
OH-015,Brown County,Ohio,85.3,57,-0.7,86
OH-017,Butler County,Ohio,85.8,60,-0.6,86.4
OH-019,Carroll County,Ohio,83.2,62,-0.1,83.3
OH-021,Champaign County,Ohio,82.5,32,-2,84.5
OH-023,Clark County,Ohio,83.4,46,-1.4,84.8
OH-025,Clermont County,Ohio,86.1,63,-0.4,86.5
OH-027,Clinton County,Ohio,84.3,69,-0.5,84.8
OH-029,Columbiana County,Ohio,83.1,79,0.3,82.8
OH-031,Coshocton County,Ohio,84.1,57,-0.4,84.5
OH-033,Crawford County,Ohio,83.2,59,-0.7,83.9
OH-035,Cuyahoga County,Ohio,81.6,61,-0.2,81.8
OH-037,Darke County,Ohio,83.4,43,-1.5,84.9
OH-039,Defiance County,Ohio,84,51,-0.9,84.9
OH-041,Delaware County,Ohio,83.5,29,-2.2,85.7
OH-043,Erie County,Ohio,81.8,36,-1.6,83.4
OH-045,Fairfield County,Ohio,83.7,35,-1.8,85.5
OH-047,Fayette County,Ohio,83.9,54,-0.9,84.8
OH-049,Franklin County,Ohio,84.3,39,-1.8,86.1
OH-051,Fulton County,Ohio,84,57,-0.5,84.5
OH-053,Gallia County,Ohio,85.3,52,-1,86.3
OH-055,Geauga County,Ohio,81.1,77,0.5,80.6
OH-057,Greene County,Ohio,84.1,56,-0.9,85
OH-059,Guernsey County,Ohio,84.6,58,-0.3,84.9
OH-061,Hamilton County,Ohio,86.4,61,-0.4,86.8
OH-063,Hancock County,Ohio,84.4,57,-0.6,85
OH-065,Hardin County,Ohio,83.6,54,-0.9,84.5
OH-067,Harrison County,Ohio,83.6,61,-0.3,83.9
OH-069,Henry County,Ohio,84.3,54,-0.8,85.1
OH-071,Highland County,Ohio,84.8,69,-0.1,84.9
OH-073,Hocking County,Ohio,83.7,45,-1.4,85.1
OH-075,Holmes County,Ohio,83.3,59,-0.5,83.8
OH-077,Huron County,Ohio,82.2,36,-1.7,83.9
OH-079,Jackson County,Ohio,84.7,50,-1.1,85.8
OH-081,Jefferson County,Ohio,83.6,60,-0.2,83.8
OH-083,Knox County,Ohio,82.8,43,-1.5,84.3
OH-085,Lake County,Ohio,81.1,78,0.4,80.7
OH-087,Lawrence County,Ohio,87.2,87,1.1,86.1
OH-089,Licking County,Ohio,83.2,39,-1.8,85
OH-091,Logan County,Ohio,82.4,32,-1.8,84.2
OH-093,Lorain County,Ohio,81.8,38,-1.5,83.3
OH-095,Lucas County,Ohio,84.7,68,-0.1,84.8
OH-097,Madison County,Ohio,83.5,41,-1.6,85.1
OH-099,Mahoning County,Ohio,83.1,84,0.7,82.4
OH-101,Marion County,Ohio,83.5,40,-1.5,85
OH-103,Medina County,Ohio,82.2,56,-0.5,82.7
OH-105,Meigs County,Ohio,84.6,50,-1.2,85.8
OH-107,Mercer County,Ohio,84.3,71,-0.4,84.7
OH-109,Miami County,Ohio,84.2,51,-1.1,85.3
OH-111,Monroe County,Ohio,83.8,49,-1.2,85
OH-113,Montgomery County,Ohio,85,59,-0.7,85.7
OH-115,Morgan County,Ohio,84.2,51,-1,85.2
OH-117,Morrow County,Ohio,82.4,37,-1.7,84.1
OH-119,Muskingum County,Ohio,84.4,56,-0.6,85
OH-121,Noble County,Ohio,84.3,49,-0.9,85.2
OH-123,Ottawa County,Ohio,83.7,59,-0.6,84.3
OH-125,Paulding County,Ohio,84.4,55,-0.7,85.1
OH-127,Perry County,Ohio,83.9,49,-1,84.9
OH-129,Pickaway County,Ohio,84.6,42,-1.7,86.3
OH-131,Pike County,Ohio,85.4,68,-0.1,85.5
OH-133,Portage County,Ohio,82.2,79,0.6,81.6
OH-135,Preble County,Ohio,83.2,34,-1.9,85.1
OH-137,Putnam County,Ohio,84.4,58,-0.7,85.1
OH-139,Richland County,Ohio,82.5,59,-0.7,83.2
OH-141,Ross County,Ohio,85,58,-0.5,85.5
OH-143,Sandusky County,Ohio,83.8,49,-0.9,84.7
OH-145,Scioto County,Ohio,86.2,68,-0.1,86.3
OH-147,Seneca County,Ohio,83.6,51,-0.8,84.4
OH-149,Shelby County,Ohio,83.2,43,-1.6,84.8
OH-151,Stark County,Ohio,83.1,78,0.3,82.8
OH-153,Summit County,Ohio,82.6,71,0.2,82.4
OH-155,Trumbull County,Ohio,82.7,82,0.5,82.2
OH-157,Tuscarawas County,Ohio,84,58,-0.3,84.3
OH-159,Union County,Ohio,83,27,-2.1,85.1
OH-161,Van Wert County,Ohio,84.7,75,-0.3,85
OH-163,Vinton County,Ohio,84,47,-1.3,85.3
OH-165,Warren County,Ohio,85.8,70,-0.3,86.1
OH-167,Washington County,Ohio,85,56,-0.6,85.6
OH-169,Wayne County,Ohio,83.1,63,-0.2,83.3
OH-171,Williams County,Ohio,83.4,56,-0.8,84.2
OH-173,Wood County,Ohio,84.6,56,-0.7,85.3
OH-175,Wyandot County,Ohio,84.3,59,-0.6,84.9
OK-001,Adair County,Oklahoma,91.1,76,0.3,90.8
OK-003,Alfalfa County,Oklahoma,94,50,-1.4,95.4
OK-005,Atoka County,Oklahoma,93.4,61,-0.7,94.1
OK-007,Beaver County,Oklahoma,92.9,51,-0.9,93.8
OK-009,Beckham County,Oklahoma,95.7,75,1,94.7
OK-011,Blaine County,Oklahoma,95,71,0.3,94.7
OK-013,Bryan County,Oklahoma,94.5,76,0.2,94.3
OK-015,Caddo County,Oklahoma,95.4,82,1.2,94.2
OK-017,Canadian County,Oklahoma,93.7,64,-0.4,94.1
OK-019,Carter County,Oklahoma,94.9,71,-0.4,95.3
OK-021,Cherokee County,Oklahoma,91.2,60,-0.7,91.9
OK-023,Choctaw County,Oklahoma,93,59,-0.8,93.8
OK-025,Cimarron County,Oklahoma,91.6,61,-0.2,91.8
OK-027,Cleveland County,Oklahoma,93.2,60,-0.7,93.9
OK-029,Coal County,Oklahoma,93.7,63,-0.7,94.4
OK-031,Comanche County,Oklahoma,97.3,97,2.2,95.1
OK-033,Cotton County,Oklahoma,99.4,102,2.8,96.6
OK-035,Craig County,Oklahoma,92,75,-0.1,92.1
OK-037,Creek County,Oklahoma,92.5,62,-0.9,93.4
OK-039,Custer County,Oklahoma,95.1,73,0.6,94.5
OK-041,Delaware County,Oklahoma,91.7,79,0.5,91.2
OK-043,Dewey County,Oklahoma,94.3,67,0.2,94.1
OK-045,Ellis County,Oklahoma,93.6,63,-0.1,93.7
OK-047,Garfield County,Oklahoma,93.7,59,-1,94.7
OK-049,Garvin County,Oklahoma,94.3,62,-0.8,95.1
OK-051,Grady County,Oklahoma,94.8,79,0.9,93.9
OK-053,Grant County,Oklahoma,93.6,51,-1.5,95.1
OK-055,Greer County,Oklahoma,97.4,89,1.6,95.8
OK-057,Harmon County,Oklahoma,99,98,2.5,96.5
OK-059,Harper County,Oklahoma,92.8,41,-1.8,94.6
OK-061,Haskell County,Oklahoma,92.8,68,0,92.8
OK-063,Hughes County,Oklahoma,93,59,-0.7,93.7
OK-065,Jackson County,Oklahoma,99.2,100,2.5,96.7
OK-067,Jefferson County,Oklahoma,97.9,89,1.6,96.3
OK-069,Johnston County,Oklahoma,94,70,-0.2,94.2
OK-071,Kay County,Oklahoma,92.9,60,-1.3,94.2
OK-073,Kingfisher County,Oklahoma,94.5,58,-1.1,95.6
OK-075,Kiowa County,Oklahoma,97.1,94,1.9,95.2
OK-077,Latimer County,Oklahoma,91.9,62,-0.7,92.6
OK-079,Le Flore County,Oklahoma,92.4,73,0.2,92.2
OK-081,Lincoln County,Oklahoma,92.9,59,-1.3,94.2
OK-083,Logan County,Oklahoma,93.1,57,-1.3,94.4
OK-085,Love County,Oklahoma,96.1,81,0.8,95.3
OK-087,McClain County,Oklahoma,93.7,64,-0.4,94.1
OK-089,McCurtain County,Oklahoma,91.4,57,-0.6,92
OK-091,McIntosh County,Oklahoma,92.7,62,-0.6,93.3
OK-093,Major County,Oklahoma,94.5,58,-0.8,95.3
OK-095,Marshall County,Oklahoma,95,78,0.5,94.5
OK-097,Mayes County,Oklahoma,91.9,62,-0.8,92.7
OK-099,Murray County,Oklahoma,93.7,67,-0.8,94.5
OK-101,Muskogee County,Oklahoma,92.6,60,-0.7,93.3
OK-103,Noble County,Oklahoma,93.3,66,-1,94.3
OK-105,Nowata County,Oklahoma,91.8,61,-0.9,92.7
OK-107,Okfuskee County,Oklahoma,92.9,62,-0.9,93.8
OK-109,Oklahoma County,Oklahoma,92.8,57,-1,93.8
OK-111,Okmulgee County,Oklahoma,92.7,58,-1,93.7
OK-113,Osage County,Oklahoma,91.7,55,-1.3,93
OK-115,Ottawa County,Oklahoma,93.2,101,1.8,91.4
OK-117,Pawnee County,Oklahoma,92.5,59,-1.3,93.8
OK-119,Payne County,Oklahoma,93,63,-0.9,93.9
OK-121,Pittsburg County,Oklahoma,92.5,55,-0.9,93.4
OK-123,Pontotoc County,Oklahoma,93.4,62,-0.8,94.2
OK-125,Pottawatomie County,Oklahoma,93.2,61,-0.9,94.1
OK-127,Pushmataha County,Oklahoma,91.9,60,-0.8,92.7
OK-129,Roger Mills County,Oklahoma,94.5,70,0.3,94.2
OK-131,Rogers County,Oklahoma,92.1,59,-0.9,93
OK-133,Seminole County,Oklahoma,93.3,63,-0.8,94.1
OK-135,Sequoyah County,Oklahoma,92.8,74,0.2,92.6
OK-137,Stephens County,Oklahoma,96.2,82,1.2,95
OK-139,Texas County,Oklahoma,93,58,-0.6,93.6
OK-141,Tillman County,Oklahoma,99.7,105,2.8,96.9
OK-143,Tulsa County,Oklahoma,92.5,61,-0.7,93.2
OK-145,Wagoner County,Oklahoma,92.3,52,-1.3,93.6
OK-147,Washington County,Oklahoma,91.9,56,-0.9,92.8
OK-149,Washita County,Oklahoma,95.5,78,0.8,94.7
OK-151,Woods County,Oklahoma,93.4,44,-1.6,95
OK-153,Woodward County,Oklahoma,93.4,52,-0.9,94.3
OR-001,Baker County,Oregon,86.5,117,4.5,82
OR-003,Benton County,Oregon,85.6,126,6.4,79.2
OR-005,Clackamas County,Oregon,79.5,119,4.8,74.7
OR-007,Clatsop County,Oregon,74.8,125,4.3,70.5
OR-009,Columbia County,Oregon,80.6,121,4.9,75.7
OR-011,Coos County,Oregon,76.5,123,3.8,72.7
OR-013,Crook County,Oregon,87.2,121,6.3,80.9
OR-015,Curry County,Oregon,79.6,115,3.9,75.7
OR-017,Deschutes County,Oregon,83.7,114,4.9,78.8
OR-019,Douglas County,Oregon,83.6,124,5.6,78
OR-021,Gilliam County,Oregon,89.8,117,5.2,84.6
OR-023,Grant County,Oregon,83.9,114,4.1,79.8
OR-025,Harney County,Oregon,88.5,120,5.4,83.1
OR-027,Hood River County,Oregon,77.6,114,4.5,73.1
OR-029,Jackson County,Oregon,86.4,117,4.4,82
OR-031,Jefferson County,Oregon,87,120,5.7,81.3
OR-033,Josephine County,Oregon,85.4,121,5.6,79.8
OR-035,Klamath County,Oregon,84,115,4.4,79.6
OR-037,Lake County,Oregon,86.3,117,5.1,81.2
OR-039,Lane County,Oregon,81.4,125,5.3,76.1
OR-041,Lincoln County,Oregon,76.9,125,5.3,71.6
OR-043,Linn County,Oregon,81.8,121,5.3,76.5
OR-045,Malheur County,Oregon,91.4,118,4.6,86.8
OR-047,Marion County,Oregon,82.1,121,5.5,76.6
OR-049,Morrow County,Oregon,88.3,116,4.5,83.8
OR-051,Multnomah County,Oregon,82.3,120,5,77.3
OR-053,Polk County,Oregon,84.5,124,6.4,78.1
OR-055,Sherman County,Oregon,89.6,120,5.7,83.9
OR-057,Tillamook County,Oregon,75,125,4.5,70.5
OR-059,Umatilla County,Oregon,87.3,116,4.3,83
OR-061,Union County,Oregon,82.8,119,4.9,77.9
OR-063,Wallowa County,Oregon,82.5,117,5,77.5
OR-065,Wasco County,Oregon,86.2,117,5,81.2
OR-067,Washington County,Oregon,81.8,119,4.8,77
OR-069,Wheeler County,Oregon,86.6,117,5.5,81.1
OR-071,Yamhill County,Oregon,83.1,120,5,78.1
PA-001,Adams County,Pennsylvania,87.6,105,2.7,84.9
PA-003,Allegheny County,Pennsylvania,84.1,70,0.1,84
PA-005,Armstrong County,Pennsylvania,83,77,0.1,82.9
PA-007,Beaver County,Pennsylvania,83.8,68,-0.1,83.9
PA-009,Bedford County,Pennsylvania,84.5,91,0.9,83.6
PA-011,Berks County,Pennsylvania,85.9,87,1.2,84.7
PA-013,Blair County,Pennsylvania,82.4,69,0.1,82.3
PA-015,Bradford County,Pennsylvania,81.4,89,1.3,80.1
PA-017,Bucks County,Pennsylvania,86.8,105,2.5,84.3
PA-019,Butler County,Pennsylvania,83.2,77,0.2,83
PA-021,Cambria County,Pennsylvania,80,78,0.4,79.6
PA-023,Cameron County,Pennsylvania,80.8,59,-0.4,81.2
PA-025,Carbon County,Pennsylvania,81.6,87,0.9,80.7
PA-027,Centre County,Pennsylvania,81.9,76,0.2,81.7
PA-029,Chester County,Pennsylvania,86,87,1.1,84.9
PA-031,Clarion County,Pennsylvania,82.3,86,0.9,81.4
PA-033,Clearfield County,Pennsylvania,80.9,72,0.1,80.8
PA-035,Clinton County,Pennsylvania,82.6,82,0.6,82
PA-037,Columbia County,Pennsylvania,82.4,76,0.4,82
PA-039,Crawford County,Pennsylvania,80.6,78,0.3,80.3
PA-041,Cumberland County,Pennsylvania,87.4,108,2.7,84.7
PA-043,Dauphin County,Pennsylvania,85.6,102,2.1,83.5
PA-045,Delaware County,Pennsylvania,87.2,98,1.9,85.3
PA-047,Elk County,Pennsylvania,80.8,89,1.1,79.7
PA-049,Erie County,Pennsylvania,80.2,77,0.4,79.8
PA-051,Fayette County,Pennsylvania,82.4,82,0.4,82
PA-053,Forest County,Pennsylvania,81.1,91,1.2,79.9
PA-055,Franklin County,Pennsylvania,87,102,2.3,84.7
PA-057,Fulton County,Pennsylvania,86.2,97,1.6,84.6
PA-059,Greene County,Pennsylvania,83.6,61,-0.2,83.8
PA-061,Huntingdon County,Pennsylvania,84.3,79,0.5,83.8
PA-063,Indiana County,Pennsylvania,81.7,73,0,81.7
PA-065,Jefferson County,Pennsylvania,81.3,90,1.1,80.2
PA-067,Juniata County,Pennsylvania,85,87,1,84
PA-069,Lackawanna County,Pennsylvania,81.1,98,1.9,79.2
PA-071,Lancaster County,Pennsylvania,86.9,98,2,84.9
PA-073,Lawrence County,Pennsylvania,83.7,86,0.5,83.2
PA-075,Lebanon County,Pennsylvania,85.6,99,1.8,83.8
PA-077,Lehigh County,Pennsylvania,85.9,88,1.2,84.7
PA-079,Luzerne County,Pennsylvania,81.4,92,1.2,80.2
PA-081,Lycoming County,Pennsylvania,82.6,89,1,81.6
PA-083,McKean County,Pennsylvania,80.8,99,1.7,79.1
PA-085,Mercer County,Pennsylvania,82.2,85,0.6,81.7
PA-087,Mifflin County,Pennsylvania,84.2,84,0.7,83.5
PA-089,Monroe County,Pennsylvania,81,86,1.1,79.9
PA-091,Montgomery County,Pennsylvania,87.2,101,2.1,85.1
PA-093,Montour County,Pennsylvania,83.7,80,0.5,83.2
PA-095,Northampton County,Pennsylvania,85.2,94,1.5,83.7
PA-097,Northumberland County,Pennsylvania,83.5,81,0.7,82.8
PA-099,Perry County,Pennsylvania,85.6,98,1.9,83.7
PA-101,Philadelphia County,Pennsylvania,88.4,111,3,85.4
PA-103,Pike County,Pennsylvania,81.5,97,1.7,79.8
PA-105,Potter County,Pennsylvania,80.1,79,0.3,79.8
PA-107,Schuylkill County,Pennsylvania,82.4,83,0.8,81.6
PA-109,Snyder County,Pennsylvania,84.1,85,0.9,83.2
PA-111,Somerset County,Pennsylvania,80.2,91,1.1,79.1
PA-113,Sullivan County,Pennsylvania,77.8,72,0.3,77.5
PA-115,Susquehanna County,Pennsylvania,81.5,92,1.7,79.8
PA-117,Tioga County,Pennsylvania,80.9,87,0.8,80.1
PA-119,Union County,Pennsylvania,83.4,84,0.8,82.6
PA-121,Venango County,Pennsylvania,82.1,89,1,81.1
PA-123,Warren County,Pennsylvania,80.5,87,1,79.5
PA-125,Washington County,Pennsylvania,83.7,68,0,83.7
PA-127,Wayne County,Pennsylvania,81.3,95,1.7,79.6
PA-129,Westmoreland County,Pennsylvania,83.1,76,0.3,82.8
PA-131,Wyoming County,Pennsylvania,81.3,87,1.2,80.1
PA-133,York County,Pennsylvania,87.1,107,2.4,84.7
RI-001,Bristol County,Rhode Island,82.8,108,2.7,80.1
RI-003,Kent County,Rhode Island,82.9,110,3,79.9
RI-005,Newport County,Rhode Island,82.4,114,3.4,79
RI-007,Providence County,Rhode Island,83.2,110,2.6,80.6
RI-009,Washington County,Rhode Island,82.7,116,3.3,79.4
