December 2022 - November 2023 Contiguous U.S. County Precipitation,,,,,,
Units: Inches,,,,,,
Missing: -99,,,,,,
Period of Record: 128 Years,,,,,,
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
MN-133,Rock County,Minnesota,19.24,12,-6.73,25.97
MN-135,Roseau County,Minnesota,15.96,6,-5.36,21.32
MN-137,St. Louis County,Minnesota,27.62,65,0.42,27.2
MN-139,Scott County,Minnesota,28.86,58,-0.02,28.88
MN-141,Sherburne County,Minnesota,24.15,31,-3.52,27.67
MN-143,Sibley County,Minnesota,21.06,9,-7.5,28.56
MN-145,Stearns County,Minnesota,22.04,28,-3.38,25.42
MN-147,Steele County,Minnesota,31.56,78,1.93,29.63
MN-149,Stevens County,Minnesota,22.22,50,-1.13,23.35
MN-151,Swift County,Minnesota,20.85,31,-3.3,24.15
MN-153,Todd County,Minnesota,21.29,27,-3.78,25.07
MN-155,Traverse County,Minnesota,24.71,89,2.58,22.13
MN-157,Wabasha County,Minnesota,30.7,66,0.12,30.58
MN-159,Wadena County,Minnesota,22.06,26,-3.34,25.4
MN-161,Waseca County,Minnesota,30.21,70,1.01,29.2
MN-163,Washington County,Minnesota,31.66,83,2.28,29.38
MN-165,Watonwan County,Minnesota,30.11,84,2.07,28.04
MN-167,Wilkin County,Minnesota,22.16,58,-0.04,22.2
MN-169,Winona County,Minnesota,32.79,64,0.96,31.83
MN-171,Wright County,Minnesota,21.95,12,-5.63,27.58
MN-173,Yellow Medicine County,Minnesota,24.87,67,0.25,24.62
MS-001,Adams County,Mississippi,45.21,19,-11.36,56.57
MS-003,Alcorn County,Mississippi,57.66,87,4.31,53.35
MS-005,Amite County,Mississippi,47.26,9,-14.09,61.35
MS-007,Attala County,Mississippi,50,51,-3.08,53.08
MS-009,Benton County,Mississippi,56.66,84,2.37,54.29
MS-011,Bolivar County,Mississippi,51.61,69,-0.25,51.86
MS-013,Calhoun County,Mississippi,46.59,29,-7.06,53.65
MS-015,Carroll County,Mississippi,46.6,39,-6.34,52.94
MS-017,Chickasaw County,Mississippi,51.58,59,-1.9,53.48
MS-019,Choctaw County,Mississippi,50.5,52,-3.34,53.84
MS-021,Claiborne County,Mississippi,45.23,18,-9.69,54.92
MS-023,Clarke County,Mississippi,54.22,45,-3.28,57.5
MS-025,Clay County,Mississippi,52.01,63,-0.97,52.98
MS-027,Coahoma County,Mississippi,52.2,71,0.47,51.73
MS-029,Copiah County,Mississippi,47.31,23,-8.27,55.58
MS-031,Covington County,Mississippi,49,23,-8.37,57.37
MS-033,DeSoto County,Mississippi,57.19,89,5.65,51.54
MS-035,Forrest County,Mississippi,52.46,24,-7.26,59.72
MS-037,Franklin County,Mississippi,46.98,16,-11.57,58.55
MS-039,George County,Mississippi,55.31,28,-8.37,63.68
MS-041,Greene County,Mississippi,57.12,47,-4.16,61.28
MS-043,Grenada County,Mississippi,47.33,37,-5.46,52.79
MS-045,Hancock County,Mississippi,46.29,14,-15.95,62.24
MS-047,Harrison County,Mississippi,44.68,9,-17.82,62.5
MS-049,Hinds County,Mississippi,48.5,42,-4.46,52.96
MS-051,Holmes County,Mississippi,47.13,38,-5.46,52.59
MS-053,Humphreys County,Mississippi,45.09,31,-7.59,52.68
MS-055,Issaquena County,Mississippi,41.73,18,-11.18,52.91
MS-057,Itawamba County,Mississippi,56.4,78,2.84,53.56
MS-059,Jackson County,Mississippi,52.9,24,-9.81,62.71
MS-061,Jasper County,Mississippi,53.33,36,-4.42,57.75
MS-063,Jefferson County,Mississippi,43.85,11,-12.27,56.12
MS-065,Jefferson Davis County,Mississippi,48.12,20,-10.01,58.13
MS-067,Jones County,Mississippi,50.57,24,-7.54,58.11
MS-069,Kemper County,Mississippi,50.48,42,-3.62,54.1
MS-071,Lafayette County,Mississippi,53.87,70,0.16,53.71
MS-073,Lamar County,Mississippi,50.92,18,-9.08,60
MS-075,Lauderdale County,Mississippi,52.26,42,-3.59,55.85
MS-077,Lawrence County,Mississippi,46.73,17,-11.1,57.83
MS-079,Leake County,Mississippi,52.44,52,-1.61,54.05
MS-081,Lee County,Mississippi,57.25,90,4.03,53.22
MS-083,Leflore County,Mississippi,45.97,34,-6.42,52.39
MS-085,Lincoln County,Mississippi,47.37,14,-11.12,58.49
MS-087,Lowndes County,Mississippi,51.44,58,-1.36,52.8
MS-089,Madison County,Mississippi,50.68,50,-1.64,52.32
MS-091,Marion County,Mississippi,49.09,14,-10.95,60.04
MS-093,Marshall County,Mississippi,58.37,90,4.76,53.61
MS-095,Monroe County,Mississippi,53.78,65,-0.09,53.87
MS-097,Montgomery County,Mississippi,49.15,46,-3.91,53.06
MS-099,Neshoba County,Mississippi,52.07,46,-2.86,54.93
MS-101,Newton County,Mississippi,54.7,55,-1.48,56.18
MS-103,Noxubee County,Mississippi,49.25,51,-2.69,51.94
MS-105,Oktibbeha County,Mississippi,50.93,58,-1.67,52.6
MS-107,Panola County,Mississippi,53.98,69,0.44,53.54
MS-109,Pearl River County,Mississippi,52.23,23,-9.47,61.7
MS-111,Perry County,Mississippi,55.08,35,-5.7,60.78
MS-113,Pike County,Mississippi,47.61,10,-13.72,61.33
MS-115,Pontotoc County,Mississippi,53.83,70,0.25,53.58
MS-117,Prentiss County,Mississippi,59.55,95,5.78,53.77
MS-119,Quitman County,Mississippi,52.89,69,0.28,52.61
MS-121,Rankin County,Mississippi,48.85,37,-4.78,53.63
MS-123,Scott County,Mississippi,54,55,-0.67,54.67
MS-125,Sharkey County,Mississippi,42.27,23,-10.54,52.81
MS-127,Simpson County,Mississippi,47.39,25,-8.78,56.17
MS-129,Smith County,Mississippi,51.86,38,-4.8,56.66
MS-131,Stone County,Mississippi,50.14,14,-12.57,62.71
MS-133,Sunflower County,Mississippi,49.43,52,-3.36,52.79
MS-135,Tallahatchie County,Mississippi,50.63,63,-2.27,52.9
MS-137,Tate County,Mississippi,56.38,80,4.01,52.37
MS-139,Tippah County,Mississippi,58.09,88,4.02,54.07
MS-141,Tishomingo County,Mississippi,56.51,85,2.51,54
MS-143,Tunica County,Mississippi,54.03,77,2.28,51.75
MS-145,Union County,Mississippi,56.4,81,2.68,53.72
MS-147,Walthall County,Mississippi,48.81,13,-12.38,61.19
MS-149,Warren County,Mississippi,47.4,35,-5.71,53.11
MS-151,Washington County,Mississippi,44.95,29,-8.22,53.17
MS-153,Wayne County,Mississippi,55.87,48,-3.09,58.96
MS-155,Webster County,Mississippi,46.95,35,-6.24,53.19
MS-157,Wilkinson County,Mississippi,46.21,12,-13.01,59.22
MS-159,Winston County,Mississippi,49.74,45,-3.92,53.66
MS-161,Yalobusha County,Mississippi,50.06,50,-4.2,54.26
MS-163,Yazoo County,Mississippi,48.54,44,-3.86,52.4
MO-001,Adair County,Missouri,34.2,47,-2.85,37.05
MO-003,Andrew County,Missouri,30.87,37,-4.71,35.58
MO-005,Atchison County,Missouri,26.49,14,-7.95,34.44
MO-007,Audrain County,Missouri,25.26,4,-12.85,38.11
MO-009,Barry County,Missouri,46.08,83,1.67,44.41
MO-011,Barton County,Missouri,31.02,14,-9.7,40.72
MO-013,Bates County,Missouri,31.96,19,-8.23,40.19
MO-015,Benton County,Missouri,29.19,8,-12.09,41.28
MO-017,Bollinger County,Missouri,47.73,81,2.65,45.08
MO-019,Boone County,Missouri,27.98,9,-10.49,38.47
MO-021,Buchanan County,Missouri,31.77,40,-4.09,35.86
MO-023,Butler County,Missouri,44.32,41,-2.84,47.16
MO-025,Caldwell County,Missouri,29.57,19,-7.23,36.8
MO-027,Callaway County,Missouri,29.47,14,-8.85,38.32
MO-029,Camden County,Missouri,31.48,9,-9.77,41.25
MO-031,Cape Girardeau County,Missouri,47.96,85,3.38,44.58
MO-033,Carroll County,Missouri,30.46,20,-7.62,38.08
MO-035,Carter County,Missouri,41.44,41,-3.65,45.09
MO-037,Cass County,Missouri,35.2,39,-4.4,39.6
MO-039,Cedar County,Missouri,29.96,11,-10.98,40.94
MO-041,Chariton County,Missouri,29.07,12,-9.47,38.54
MO-043,Christian County,Missouri,45.15,71,1.99,43.16
MO-045,Clark County,Missouri,29.55,24,-6.04,35.59
MO-047,Clay County,Missouri,33.1,40,-3.9,37
MO-049,Clinton County,Missouri,31.15,35,-5.55,36.7
MO-051,Cole County,Missouri,28.2,10,-10.65,38.85
MO-053,Cooper County,Missouri,29.51,16,-9.29,38.8
MO-055,Crawford County,Missouri,39.7,50,-0.83,40.53
MO-057,Dade County,Missouri,38.02,40,-3.27,41.29
MO-059,Dallas County,Missouri,35.82,24,-5.89,41.71
MO-061,Daviess County,Missouri,30.84,32,-5.31,36.15
MO-063,DeKalb County,Missouri,31.48,37,-4.46,35.94
MO-065,Dent County,Missouri,37.74,34,-4.51,42.25
MO-067,Douglas County,Missouri,43,61,-0.39,43.39
MO-069,Dunklin County,Missouri,48.78,68,0.86,47.92
MO-071,Franklin County,Missouri,35.77,35,-3.59,39.36
MO-073,Gasconade County,Missouri,37.79,48,-1.29,39.08
MO-075,Gentry County,Missouri,31.39,39,-4.1,35.49
MO-077,Greene County,Missouri,44.17,78,2.25,41.92
MO-079,Grundy County,Missouri,30.98,33,-5.24,36.22
MO-081,Harrison County,Missouri,30.91,37,-4.54,35.45
MO-083,Henry County,Missouri,29.15,11,-11.44,40.59
MO-085,Hickory County,Missouri,29.23,7,-12.02,41.25
MO-087,Holt County,Missouri,28.36,22,-6.71,35.07
MO-089,Howard County,Missouri,28.18,12,-10.32,38.5
MO-091,Howell County,Missouri,43.44,52,-1.37,44.81
MO-093,Iron County,Missouri,42.73,53,-1.37,44.1
MO-095,Jackson County,Missouri,33.56,37,-4.69,38.25
MO-097,Jasper County,Missouri,34.05,18,-8.24,42.29
MO-099,Jefferson County,Missouri,33.23,22,-6.5,39.73
MO-101,Johnson County,Missouri,30.44,17,-9.66,40.1
MO-103,Knox County,Missouri,28.65,12,-8.45,37.1
MO-105,Laclede County,Missouri,36.89,32,-5.18,42.07
MO-107,Lafayette County,Missouri,30.31,23,-8.54,38.85
MO-109,Lawrence County,Missouri,43.12,69,0.19,42.93
MO-111,Lewis County,Missouri,24.6,4,-12.19,36.79
MO-113,Lincoln County,Missouri,31.41,23,-6.89,38.3
MO-115,Linn County,Missouri,32.78,33,-4.74,37.52
MO-117,Livingston County,Missouri,32.58,33,-3.98,36.56
MO-119,McDonald County,Missouri,48.27,91,4.46,43.81
MO-121,Macon County,Missouri,30.74,16,-7.24,37.98
MO-123,Madison County,Missouri,39.71,29,-5.11,44.82
MO-125,Maries County,Missouri,31.99,19,-8.18,40.17
MO-127,Marion County,Missouri,24.62,4,-12.54,37.16
MO-129,Mercer County,Missouri,30.5,33,-5.44,35.94
MO-131,Miller County,Missouri,30.19,10,-10.19,40.38
MO-133,Mississippi County,Missouri,56.8,113,10.24,46.56
MO-135,Moniteau County,Missouri,27.21,5,-11.92,39.13
MO-137,Monroe County,Missouri,24.9,2,-12.79,37.69
MO-139,Montgomery County,Missouri,29.1,12,-9.34,38.44
MO-141,Morgan County,Missouri,29.57,10,-11.01,40.58
MO-143,New Madrid County,Missouri,50.82,85,3.36,47.46
MO-145,Newton County,Missouri,40.03,41,-3.23,43.26
MO-147,Nodaway County,Missouri,29.67,34,-5.32,34.99
MO-149,Oregon County,Missouri,47.91,75,2.26,45.65
MO-151,Osage County,Missouri,32.64,27,-6.12,38.76
MO-153,Ozark County,Missouri,49.33,93,6.35,42.98
MO-155,Pemiscot County,Missouri,45.69,51,-1.86,47.55
MO-157,Perry County,Missouri,44.02,68,0.94,43.08
MO-159,Pettis County,Missouri,31.49,20,-7.84,39.33
MO-161,Phelps County,Missouri,35.09,32,-5.53,40.62
MO-163,Pike County,Missouri,28.86,15,-9.31,38.17
MO-165,Platte County,Missouri,32.76,43,-3,35.76
MO-167,Polk County,Missouri,35.86,25,-5.15,41.01
MO-169,Pulaski County,Missouri,34.18,24,-7.16,41.34
MO-171,Putnam County,Missouri,30.4,30,-5.86,36.26
MO-173,Ralls County,Missouri,24.7,5,-12.75,37.45
MO-175,Randolph County,Missouri,30.47,13,-7.79,38.26
MO-177,Ray County,Missouri,30.44,26,-7.31,37.75
MO-179,Reynolds County,Missouri,41.47,45,-3.1,44.57
MO-181,Ripley County,Missouri,46.48,61,-0.38,46.86
MO-183,St. Charles County,Missouri,31.73,23,-6.22,37.95
MO-185,St. Clair County,Missouri,27.79,7,-13.1,40.89
MO-186,Ste. Genevieve County,Missouri,37.59,34,-3.69,41.28
MO-187,St. Francois County,Missouri,38.89,35,-3.57,42.46
MO-189,St. Louis County,Missouri,32.37,24,-5.79,38.16
MO-195,Saline County,Missouri,28.99,11,-9.66,38.65
MO-197,Schuyler County,Missouri,31,29,-5.41,36.41
MO-199,Scotland County,Missouri,29.46,17,-6.8,36.26
MO-201,Scott County,Missouri,52.85,107,7.25,45.6
MO-203,Shannon County,Missouri,37.61,23,-6.51,44.12
MO-205,Shelby County,Missouri,24.83,4,-12.92,37.75
MO-207,Stoddard County,Missouri,47.85,73,1.28,46.57
MO-209,Stone County,Missouri,43.82,67,0.75,43.07
MO-211,Sullivan County,Missouri,32.35,38,-4.69,37.04
MO-213,Taney County,Missouri,46.93,88,4.35,42.58
MO-215,Texas County,Missouri,38.36,35,-4.77,43.13
MO-217,Vernon County,Missouri,27.33,7,-12.98,40.31
MO-219,Warren County,Missouri,32.81,25,-6.69,39.5
MO-221,Washington County,Missouri,43.58,73,2.59,40.99
MO-223,Wayne County,Missouri,41.37,35,-4.44,45.81
MO-225,Webster County,Missouri,42.89,59,-0.05,42.94
MO-227,Worth County,Missouri,30.16,30,-5.14,35.3
MO-229,Wright County,Missouri,38.7,37,-4.16,42.86
MO-510,St. Louis City,Missouri,32.33,24,-5.65,37.98
MT-001,Beaverhead County,Montana,21.19,72,-0.11,21.3
MT-003,Big Horn County,Montana,20.59,120,5.05,15.54
MT-005,Blaine County,Montana,14.54,81,0.92,13.62
MT-007,Broadwater County,Montana,18.01,101,1.93,16.08
MT-009,Carbon County,Montana,20.96,112,3.38,17.58
MT-011,Carter County,Montana,16.77,96,2.45,14.32
MT-013,Cascade County,Montana,18.5,85,1.28,17.22
MT-015,Chouteau County,Montana,14.28,76,0.48,13.8
MT-017,Custer County,Montana,15.99,99,2.39,13.6
MT-019,Daniels County,Montana,11.75,38,-1.52,13.27
MT-021,Dawson County,Montana,17.07,112,3.83,13.24
MT-023,Deer Lodge County,Montana,24.05,84,1.29,22.76
MT-025,Fallon County,Montana,18.58,115,4.47,14.11
MT-027,Fergus County,Montana,19.8,110,3.47,16.33
MT-029,Flathead County,Montana,28.69,11,-8.4,37.09
MT-031,Gallatin County,Montana,26.26,97,1.97,24.29
MT-033,Garfield County,Montana,16.36,114,3.66,12.7
MT-035,Glacier County,Montana,19.94,19,-5.45,25.39
MT-037,Golden Valley County,Montana,19.47,125,5.41,14.06
MT-039,Granite County,Montana,21.87,36,-2.64,24.51
MT-041,Hill County,Montana,12.86,83,0.93,11.93
MT-043,Jefferson County,Montana,21.12,104,2.65,18.47
MT-045,Judith Basin County,Montana,22.14,91,2.36,19.78
MT-047,Lake County,Montana,22.8,40,-2.14,24.94
MT-049,Lewis and Clark County,Montana,22.26,55,-0.67,22.93
MT-051,Liberty County,Montana,12.85,81,1.18,11.67
MT-053,Lincoln County,Montana,25.11,13,-8.23,33.34
MT-055,McCone County,Montana,14.22,90,1.43,12.79
MT-057,Madison County,Montana,26.19,106,3.1,23.09
MT-059,Meagher County,Montana,23.87,89,1.9,21.97
MT-061,Mineral County,Montana,30.33,14,-7.92,38.25
MT-063,Missoula County,Montana,27.35,35,-2.45,29.8
MT-065,Musselshell County,Montana,17.72,115,4.14,13.58
MT-067,Park County,Montana,29.01,102,2.8,26.21
MT-069,Petroleum County,Montana,15.88,104,2.84,13.04
MT-071,Phillips County,Montana,13.39,82,0.78,12.61
MT-073,Pondera County,Montana,14.38,39,-2.23,16.61
MT-075,Powder River County,Montana,17.15,101,2.55,14.6
MT-077,Powell County,Montana,24.83,41,-1.85,26.68
MT-079,Prairie County,Montana,17.14,117,4.38,12.76
MT-081,Ravalli County,Montana,24.31,22,-5.22,29.53
MT-083,Richland County,Montana,15.08,87,1.42,13.66
MT-085,Roosevelt County,Montana,12.6,57,-0.37,12.97
MT-087,Rosebud County,Montana,18.41,119,4.77,13.64
MT-089,Sanders County,Montana,24.44,13,-7.38,31.82
MT-091,Sheridan County,Montana,11.81,30,-2,13.81
MT-093,Silver Bow County,Montana,21.52,108,2.86,18.66
MT-095,Stillwater County,Montana,22.27,118,4.38,17.89
MT-097,Sweet Grass County,Montana,24.98,125,6.25,18.73
MT-099,Teton County,Montana,17.33,63,-0.52,17.85
MT-101,Toole County,Montana,11.39,48,-1.03,12.42
MT-103,Treasure County,Montana,18,118,4.48,13.53
MT-105,Valley County,Montana,12.72,66,0.19,12.53
MT-107,Wheatland County,Montana,20.78,124,4.82,15.96
MT-109,Wibaux County,Montana,19.56,117,5.26,14.3
MT-111,Yellowstone County,Montana,17.81,116,4.29,13.52
NE-001,Adams County,Nebraska,21.28,31,-3.85,25.13
NE-003,Antelope County,Nebraska,28.11,94,3.42,24.69
NE-005,Arthur County,Nebraska,23.69,117,5.06,18.63
NE-007,Banner County,Nebraska,23.74,123,6.55,17.19
NE-009,Blaine County,Nebraska,28.33,110,5.87,22.46
NE-011,Boone County,Nebraska,28.45,94,3.03,25.42
NE-013,Box Butte County,Nebraska,22.26,121,5.39,16.87
NE-015,Boyd County,Nebraska,27.74,103,4.98,22.76
NE-017,Brown County,Nebraska,29.94,119,7.28,22.66
NE-019,Buffalo County,Nebraska,24.47,66,0.28,24.19
NE-021,Burt County,Nebraska,23.77,24,-4.78,28.55
NE-023,Butler County,Nebraska,19.9,10,-8.11,28.01
NE-025,Cass County,Nebraska,26.08,37,-4.2,30.28
NE-027,Cedar County,Nebraska,28.48,82,2.42,26.06
NE-029,Chase County,Nebraska,19.84,84,0.93,18.91
NE-031,Cherry County,Nebraska,29.92,126,9.81,20.11
NE-033,Cheyenne County,Nebraska,21.79,115,4.12,17.67
NE-035,Clay County,Nebraska,21.38,25,-4.92,26.3
NE-037,Colfax County,Nebraska,21.18,15,-6.4,27.58
NE-039,Cuming County,Nebraska,23.19,23,-4.59,27.78
NE-041,Custer County,Nebraska,26.73,103,3.89,22.84
NE-043,Dakota County,Nebraska,27.98,81,1.57,26.41
NE-045,Dawes County,Nebraska,24.97,125,6.96,18.01
NE-047,Dawson County,Nebraska,21.78,63,-0.59,22.37
NE-049,Deuel County,Nebraska,19.51,81,1.23,18.28
NE-051,Dixon County,Nebraska,28.3,80,1.87,26.43
NE-053,Dodge County,Nebraska,22.64,17,-6.13,28.77
NE-055,Douglas County,Nebraska,24.72,25,-4.85,29.57
NE-057,Dundy County,Nebraska,20.68,96,1.99,18.69
NE-059,Fillmore County,Nebraska,21.05,16,-6.65,27.7
NE-061,Franklin County,Nebraska,24.93,76,0.88,24.05
NE-063,Frontier County,Nebraska,24.33,100,3.09,21.24
NE-065,Furnas County,Nebraska,23.38,77,1.52,21.86
NE-067,Gage County,Nebraska,24.45,22,-5.56,30.01
NE-069,Garden County,Nebraska,20.48,103,2.81,17.67
NE-071,Garfield County,Nebraska,27.41,101,4.86,22.56
NE-073,Gosper County,Nebraska,21.92,65,-0.21,22.13
NE-075,Grant County,Nebraska,25.59,121,6.41,19.18
NE-077,Greeley County,Nebraska,27.21,93,3.07,24.14
NE-079,Hall County,Nebraska,19.8,19,-5,24.8
NE-081,Hamilton County,Nebraska,18.9,13,-7.01,25.91
NE-083,Harlan County,Nebraska,24.97,87,2.1,22.87
NE-085,Hayes County,Nebraska,22.4,90,1.91,20.49
NE-087,Hitchcock County,Nebraska,24.28,109,4.11,20.18
NE-089,Holt County,Nebraska,27.87,99,4.92,22.95
NE-091,Hooker County,Nebraska,26.06,113,5.71,20.35
NE-093,Howard County,Nebraska,22.39,42,-2.11,24.5
NE-095,Jefferson County,Nebraska,21.63,14,-7.1,28.73
NE-097,Johnson County,Nebraska,26.81,32,-4.74,31.55
NE-099,Kearney County,Nebraska,23.66,58,-0.7,24.36
NE-101,Keith County,Nebraska,19.16,76,0.68,18.48
NE-103,Keya Paha County,Nebraska,31.12,124,9.45,21.67
NE-105,Kimball County,Nebraska,21.76,120,5.13,16.63
NE-107,Knox County,Nebraska,28.04,88,3.43,24.61
NE-109,Lancaster County,Nebraska,23.57,22,-5.51,29.08
NE-111,Lincoln County,Nebraska,22.86,92,2.24,20.62
NE-113,Logan County,Nebraska,25.61,102,4.31,21.3
NE-115,Loup County,Nebraska,26.29,99,3.75,22.54
NE-117,McPherson County,Nebraska,23.98,104,4.06,19.92
NE-119,Madison County,Nebraska,26.86,75,0.56,26.3
NE-121,Merrick County,Nebraska,19.3,15,-6.39,25.69
NE-123,Morrill County,Nebraska,21.15,118,4.85,16.3
NE-125,Nance County,Nebraska,22.97,36,-2.74,25.71
NE-127,Nemaha County,Nebraska,27.43,28,-5.73,33.16
NE-129,Nuckolls County,Nebraska,20.58,21,-5.95,26.53
NE-131,Otoe County,Nebraska,27.74,38,-3.36,31.1
NE-133,Pawnee County,Nebraska,27.81,37,-4.3,32.11
NE-135,Perkins County,Nebraska,18.53,68,-0.29,18.82
NE-137,Phelps County,Nebraska,23.21,68,0.11,23.1
NE-139,Pierce County,Nebraska,26.35,69,0.35,26
NE-141,Platte County,Nebraska,22.47,26,-3.97,26.44
NE-143,Polk County,Nebraska,19.66,13,-7.22,26.88
NE-145,Red Willow County,Nebraska,24.12,97,3.56,20.56
NE-147,Richardson County,Nebraska,27.35,24,-6.34,33.69
NE-149,Rock County,Nebraska,29.89,114,7.17,22.73
NE-151,Saline County,Nebraska,21.44,15,-7.07,28.51
NE-153,Sarpy County,Nebraska,24.3,24,-5.47,29.77
NE-155,Saunders County,Nebraska,22.91,17,-6.24,29.15
NE-157,Scotts Bluff County,Nebraska,21.19,121,5.77,15.42
NE-159,Seward County,Nebraska,19.9,11,-8.53,28.43
NE-161,Sheridan County,Nebraska,25.28,126,7.21,18.07
NE-163,Sherman County,Nebraska,25.64,84,1.93,23.71
NE-165,Sioux County,Nebraska,21.63,122,5.21,16.42
NE-167,Stanton County,Nebraska,24.68,43,-2.24,26.92
NE-169,Thayer County,Nebraska,21.52,20,-5.97,27.49
NE-171,Thomas County,Nebraska,27.64,114,6.42,21.22
NE-173,Thurston County,Nebraska,25.9,53,-1.46,27.36
NE-175,Valley County,Nebraska,26.54,93,3.11,23.43
NE-177,Washington County,Nebraska,24.53,23,-4.63,29.16
NE-179,Wayne County,Nebraska,26.13,64,-0.38,26.51
NE-181,Webster County,Nebraska,22.68,46,-2.77,25.45
NE-183,Wheeler County,Nebraska,29.08,107,5.45,23.63
NE-185,York County,Nebraska,19.01,10,-8.45,27.46
NV-001,Churchill County,Nevada,11.19,126,4.52,6.67
NV-003,Clark County,Nevada,8.63,91,1.12,7.51
NV-005,Douglas County,Nevada,29.98,127,13.99,15.99
NV-007,Elko County,Nevada,17.43,109,3.4,14.03
NV-009,Esmeralda County,Nevada,9.53,124,4.16,5.37
NV-011,Eureka County,Nevada,15.45,121,4.13,11.32
NV-013,Humboldt County,Nevada,15.91,121,4.47,11.44
NV-015,Lander County,Nevada,15.43,125,5.1,10.33
NV-017,Lincoln County,Nevada,15.42,123,4.92,10.5
NV-019,Lyon County,Nevada,15.83,128,7.59,8.24
NV-021,Mineral County,Nevada,13.18,128,6.61,6.57
NV-023,Nye County,Nevada,11.69,122,3.42,8.27
NV-027,Pershing County,Nevada,12.41,121,3.78,8.63
NV-029,Storey County,Nevada,18.97,122,6.52,12.45
NV-031,Washoe County,Nevada,17.72,119,5.28,12.44
NV-033,White Pine County,Nevada,18.49,125,5.68,12.81
NV-510,Carson City,Nevada,23.32,122,8.19,15.13
NH-001,Belknap County,New Hampshire,55.36,122,13.13,42.23
NH-003,Carroll County,New Hampshire,62.16,123,15.45,46.71
NH-005,Cheshire County,New Hampshire,52.35,118,9.94,42.41
NH-007,Coos County,New Hampshire,54.62,123,10.79,43.83
NH-009,Grafton County,New Hampshire,55.3,123,11.62,43.68
NH-011,Hillsborough County,New Hampshire,56.32,123,12.99,43.33
NH-013,Merrimack County,New Hampshire,53.43,122,11.35,42.08
NH-015,Rockingham County,New Hampshire,58.43,125,16.17,42.26
NH-017,Strafford County,New Hampshire,59.97,124,15.96,44.01
NH-019,Sullivan County,New Hampshire,55.02,125,13.72,41.3
NJ-001,Atlantic County,New Jersey,41.74,49,-2.1,43.84
NJ-003,Bergen County,New Jersey,53.48,104,6.96,46.52
NJ-005,Burlington County,New Jersey,43.04,54,-1.11,44.15
NJ-007,Camden County,New Jersey,42.45,54,-1.34,43.79
NJ-009,Cape May County,New Jersey,42.12,62,-0.77,42.89
NJ-011,Cumberland County,New Jersey,40.27,42,-2.62,42.89
NJ-013,Essex County,New Jersey,54.77,106,7.34,47.43
NJ-015,Gloucester County,New Jersey,41.08,42,-2.49,43.57
NJ-017,Hudson County,New Jersey,53.96,112,8.68,45.28
NJ-019,Hunterdon County,New Jersey,51.21,99,5.21,46
NJ-021,Mercer County,New Jersey,46.54,78,1.9,44.64
NJ-023,Middlesex County,New Jersey,50.73,103,5.44,45.29
NJ-025,Monmouth County,New Jersey,51.34,106,6.39,44.95
NJ-027,Morris County,New Jersey,53.32,96,4.74,48.58
NJ-029,Ocean County,New Jersey,46.38,76,1.93,44.45
NJ-031,Passaic County,New Jersey,50.44,86,2.88,47.56
NJ-033,Salem County,New Jersey,39.73,43,-2.94,42.67
NJ-035,Somerset County,New Jersey,50.23,94,3.74,46.49
NJ-037,Sussex County,New Jersey,47.95,86,2.75,45.2
NJ-039,Union County,New Jersey,53.43,103,6.91,46.52
NJ-041,Warren County,New Jersey,52.23,101,6.1,46.13
NM-001,Bernalillo County,New Mexico,7.3,6,-4.7,12
NM-003,Catron County,New Mexico,12.28,20,-3.58,15.86
NM-005,Chaves County,New Mexico,9.13,16,-4.75,13.88
NM-006,Cibola County,New Mexico,10.3,22,-2.78,13.08
NM-007,Colfax County,New Mexico,15.5,47,-1.44,16.94
NM-009,Curry County,New Mexico,15.81,63,-1.11,16.92
NM-011,De Baca County,New Mexico,11.66,36,-2.47,14.13
NM-013,Dona Ana County,New Mexico,5.68,8,-3.98,9.66
NM-015,Eddy County,New Mexico,7.7,15,-5.51,13.21
NM-017,Grant County,New Mexico,11.3,19,-4.18,15.48
NM-019,Guadalupe County,New Mexico,11.03,24,-3.24,14.27
NM-021,Harding County,New Mexico,13.38,38,-2.4,15.78
NM-023,Hidalgo County,New Mexico,6.68,2,-5.91,12.59
NM-025,Lea County,New Mexico,9.98,17,-5,14.98
NM-027,Lincoln County,New Mexico,8.5,4,-6.09,14.59
NM-028,Los Alamos County,New Mexico,13.13,14,-5.44,18.57
NM-029,Luna County,New Mexico,6.04,6,-4.35,10.39
NM-031,McKinley County,New Mexico,9.52,25,-2.48,12
NM-033,Mora County,New Mexico,15.09,29,-3.19,18.28
NM-035,Otero County,New Mexico,8.76,15,-4.27,13.03
NM-037,Quay County,New Mexico,13.53,34,-2.8,16.33
NM-039,Rio Arriba County,New Mexico,13.81,30,-2.8,16.61
NM-041,Roosevelt County,New Mexico,12.86,27,-3.37,16.23
NM-043,Sandoval County,New Mexico,8.82,7,-4.57,13.39
NM-045,San Juan County,New Mexico,7.67,30,-1.84,9.51
NM-047,San Miguel County,New Mexico,11.98,16,-4.49,16.47
NM-049,Santa Fe County,New Mexico,11.1,18,-3.62,14.72
NM-051,Sierra County,New Mexico,8.25,20,-3.51,11.76
NM-053,Socorro County,New Mexico,8.5,16,-3.12,11.62
NM-055,Taos County,New Mexico,14.81,24,-2.99,17.8
